rank,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
105,Masahiro Tanaka,NYY,0.29301423027166884,1.435185185,0.19076923,0.476923076,0.332307692,0.12037037,0.179629629,384.0,6.156769651986252,2879.0,5832.0,8711.0,0.47624848,0.32521315,0.19853837,0.17844093,0.46589525,0.35566382
106,David Peterson,NYM,0.31585150265173834,1.92887931,0.215357967,0.516743648,0.267898383,0.066810344,0.129310344,338.0,4.940985509260719,3842.0,6435.0,10277.0,0.40603645,0.35649203,0.23747153,0.12927107,0.53075171,0.33997722
107,Patrick Sandoval,LAA,0.3065743944636678,1.540838852,0.219131614,0.473541383,0.307327001,0.079470198,0.10816777,228.0,4.005205193211537,3323.0,5575.0,8898.0,0.42225201,0.36058981,0.21715818,0.16152815,0.53753351,0.30093834
108,Taijuan Walker,5 Tms,0.2826503255457679,1.211847389,0.188880706,0.444403534,0.366715758,0.109437751,0.13253012,494.0,4.910898417906756,5593.0,9399.0,14992.0,0.39897885,0.35302699,0.24799416,0.16411379,0.51203501,0.3238512
109,Dallas Keuchel,7 Tms,0.29901558654634947,2.468641114,0.203918432,0.56657337,0.229508196,0.069686411,0.156794425,454.0,5.2028861362569945,4953.0,7872.0,12825.0,0.4590099,0.34178218,0.19920792,0.20475248,0.49742574,0.29782178
110,Wade Miley,5 Tms,0.28825622775800713,1.700598802,0.212227074,0.496069868,0.291703056,0.092814371,0.136227544,449.0,5.36653372860756,5052.0,7828.0,12880.0,0.44092466,0.3390411,0.22003425,0.17037671,0.51027397,0.31934932
111,MacKenzie Gore,3 Tms,0.3219034289713086,1.003502626,0.229629629,0.385858585,0.384511784,0.071803852,0.122591943,260.0,4.264884766333466,3602.0,6193.0,9795.0,0.37449933,0.35514019,0.27036048,0.15153538,0.51068091,0.33778371
112,Drew Rasmussen,TBR,0.24842484248424843,1.447368421,0.182058047,0.483729111,0.33421284,0.086842105,0.102631578,242.0,5.320846946859569,2061.0,4124.0,6185.0,0.40069686,0.34843206,0.25087108,0.13414634,0.55313589,0.31271777
113,Tanner Bibee,CLE,0.2865248226950355,0.95854063,0.193856655,0.394539249,0.411604095,0.11774461,0.109452736,267.0,4.6005106752675315,3031.0,5547.0,8578.0,0.39837398,0.34281843,0.25880759,0.15785908,0.54268293,0.29945799
114,Danny Duffy,KCR,0.2970873786407767,0.845588235,0.214643304,0.35982478,0.425531914,0.108823529,0.107352941,330.0,5.419707916015264,3306.0,5843.0,9149.0,0.3877551,0.35312307,0.25912183,0.17501546,0.48608534,0.3388992
115,Chris Archer,3 Tms,0.3087378640776699,1.143344709,0.219875776,0.416149068,0.363975155,0.083617747,0.146757679,334.0,5.103565265864738,3675.0,6396.0,10071.0,0.37607362,0.35030675,0.27361963,0.14846626,0.46257669,0.38895706
116,Yoshinobu Yamamoto,LAD,0.26166902404526166,1.551282051,0.174273858,0.502074688,0.323651452,0.094017094,0.102564102,136.0,4.230414904574762,1634.0,3015.0,4649.0,0.41039672,0.33378933,0.25581395,0.1627907,0.5253078,0.3119015
117,Antonio Senzatela,COL,0.3278622898318655,1.768802228,0.223740726,0.495900039,0.280359234,0.07103064,0.139275766,417.0,4.944664236646609,4752.0,7815.0,12567.0,0.37312283,0.36272622,0.26415094,0.14978822,0.49480169,0.35541009
118,Steven Matz,4 Tms,0.30823199251637046,1.303430079,0.214574898,0.444444444,0.340980656,0.089709762,0.156992084,434.0,5.203375033583355,4647.0,8404.0,13051.0,0.37040319,0.35533895,0.27425786,0.17722641,0.50819672,0.31457687
119,Adrian Houser,5 Tms,0.3005547150781644,1.775086505,0.207901234,0.506666666,0.285432098,0.093425605,0.114186851,321.0,4.388354642281575,4090.0,6832.0,10922.0,0.40966797,0.37597656,0.21435547,0.17333984,0.515625,0.31103516
120,Shane McClanahan,TBR,0.27702702702702703,1.449275362,0.211753731,0.46641791,0.321828358,0.069565217,0.142028985,248.0,5.335458305180753,2165.0,4305.0,6470.0,0.40904894,0.32594645,0.26500462,0.13388735,0.5401662,0.32594645
121,J.A. Happ,4 Tms,0.287061288632792,1.018844221,0.198103792,0.404690618,0.397205588,0.097989949,0.146984924,417.0,5.511013370211804,4255.0,7363.0,11618.0,0.37339268,0.35707221,0.26953511,0.17705242,0.49901088,0.3239367
122,Rick Porcello,2 Tms,0.31280128548473485,1.035714285,0.211577868,0.401127049,0.387295081,0.105820105,0.133597883,421.0,6.033439343848761,3467.0,6955.0,10422.0,0.41810783,0.35401831,0.22787386,0.19267921,0.45856634,0.34875445
123,Ross Stripling,4 Tms,0.29539800995024873,1.168874172,0.216975493,0.421996413,0.361028093,0.107615894,0.144039735,313.0,5.08483775520343,2954.0,5800.0,8754.0,0.39787485,0.34474616,0.25737898,0.15643447,0.52774498,0.31582054
124,Jon Lester,3 Tms,0.3080110497237569,1.259452411,0.227374052,0.430673205,0.341952741,0.073011734,0.146023468,510.0,6.233589773547278,4842.0,7841.0,12683.0,0.41330998,0.36383538,0.22285464,0.17950963,0.49956217,0.3209282
125,Bryan Woo,SEA,0.2468354430379747,0.946721311,0.173194081,0.402088772,0.424717145,0.112704918,0.108606557,254.0,5.434231608731599,1980.0,4247.0,6227.0,0.34512511,0.36928387,0.28559103,0.17601381,0.53753236,0.28645384
126,Dean Kremer,BAL,0.28534031413612565,0.944038929,0.197791164,0.389558232,0.412650602,0.0973236,0.118004866,356.0,4.789237900285035,3999.0,7099.0,11098.0,0.39052369,0.34613466,0.26334165,0.16209476,0.53865337,0.29925187
127,Kyle Bradish,BAL,0.2930327868852459,1.458715596,0.2,0.474626865,0.325373134,0.100917431,0.113149847,194.0,4.627208753444797,2292.0,3868.0,6160.0,0.35544554,0.39009901,0.25445545,0.14653465,0.57029703,0.28316832
128,Brad Keller,3 Tms,0.2993336750384418,1.783216783,0.204397801,0.509745127,0.285857071,0.075174825,0.111888111,304.0,4.228748205135499,4137.0,6639.0,10776.0,0.41240695,0.33995037,0.24764268,0.15483871,0.51662531,0.32853598
129,Nestor Cortes,4 Tms,0.26978146194423513,0.603719599,0.195839311,0.302725968,0.50143472,0.127324749,0.113018597,272.0,4.876494183999922,2839.0,5384.0,8223.0,0.38078292,0.36298932,0.25622776,0.16725979,0.52669039,0.30604982
130,Andrew Abbott,CIN,0.28117359413202936,0.681967213,0.192125984,0.327559055,0.48031496,0.132786885,0.101639344,217.0,4.455513437235247,2623.0,4715.0,7338.0,0.35996897,0.37238169,0.26764934,0.15981381,0.54460822,0.29557797
131,Tanner Houck,BOS,0.2960135708227311,1.984472049,0.206440957,0.527663088,0.265895953,0.071428571,0.124223602,243.0,5.198890869770782,2413.0,4324.0,6737.0,0.44334975,0.36206897,0.19458128,0.14367816,0.52463054,0.3316913
132,Chris Paddack,4 Tms,0.28966346153846156,0.982733812,0.202084539,0.395483497,0.402431962,0.087769784,0.138129496,311.0,4.853757198676858,3204.0,6355.0,9559.0,0.40511364,0.32897727,0.26590909,0.15,0.49034091,0.35965909
133,Zach Davies,4 Tms,0.2901353965183752,1.328782707,0.222559817,0.443600455,0.333839726,0.080773606,0.128555176,460.0,4.864864777635787,5592.0,8726.0,14318.0,0.41150278,0.35658627,0.23191095,0.16586271,0.50315399,0.3309833
134,Gio Gonzalez,3 Tms,0.2849503437738732,1.383908045,0.21971407,0.452972159,0.327313769,0.089655172,0.114942528,255.0,4.879517887601439,3271.0,4869.0,8140.0,0.43078056,0.33726068,0.23195876,0.18556701,0.50662739,0.3078056
135,Anthony DeSclafani,3 Tms,0.28779918272037364,1.171296296,0.209994385,0.426165075,0.363840539,0.091049382,0.154320987,321.0,4.759472891910825,3426.0,6182.0,9608.0,0.39845475,0.35927152,0.24227373,0.1589404,0.4718543,0.3692053
136,Madison Bumgarner,2 Tms,0.28389290267743306,0.903482587,0.216946377,0.371674171,0.411379451,0.100497512,0.126368159,352.0,3.903080213599586,4449.0,8583.0,13032.0,0.45824929,0.32069383,0.22105688,0.15288423,0.44977814,0.39733764
137,Cristian Javier,HOU,0.2476832350463353,0.496296296,0.188102893,0.269292604,0.542604501,0.128888888,0.10074074,284.0,5.354748532029523,3157.0,5085.0,8242.0,0.40031898,0.33732057,0.26236045,0.16573705,0.52430279,0.30996016
138,Nick Lodolo,CIN,0.30409914204003813,1.192592592,0.186813186,0.442307692,0.37087912,0.091358024,0.143209876,201.0,4.426590772482678,2398.0,4347.0,6745.0,0.38301716,0.34869015,0.26829268,0.15266486,0.56187895,0.28545619
139,Michael King,2 Tms,0.29082774049217003,1.022346368,0.213043478,0.397826086,0.389130434,0.125698324,0.106145251,180.0,4.691119747258114,2069.0,3654.0,5723.0,0.42320086,0.33190118,0.24489796,0.19011815,0.52094522,0.28893663
140,Cal Quantrill,5 Tms,0.2921443736730361,1.12,0.216748768,0.413793103,0.369458128,0.103333333,0.118888888,447.0,5.188736232278624,4821.0,8100.0,12921.0,0.41226645,0.33671812,0.25101543,0.16978067,0.49390739,0.33631194
141,Brayan Bello,BOS,0.30651105651105653,1.83125,0.192033293,0.522592152,0.285374554,0.070833333,0.129166666,325.0,5.298913226573821,3457.0,5786.0,9243.0,0.42189349,0.35680473,0.22130178,0.1408284,0.54142012,0.31775148
142,John Means,BAL,0.23813868613138686,0.6590106,0.186308492,0.32322357,0.490467937,0.141342756,0.123674911,177.0,4.084615424568131,2269.0,4113.0,6382.0,0.41888412,0.33390558,0.2472103,0.18283262,0.5167382,0.30042918
143,Jakob Junis,4 Tms,0.2986651835372636,1.14884393,0.212394067,0.421080508,0.366525423,0.080924855,0.147398843,322.0,4.6616622746716585,3521.0,6418.0,9939.0,0.42232754,0.35176409,0.22590837,0.14323328,0.47814639,0.37862033
144,David Price,2 Tms,0.2923809523809524,1.124390243,0.20456621,0.421004566,0.374429223,0.11707317,0.126829268,230.0,5.298634950257258,2177.0,4160.0,6337.0,0.40381125,0.34392015,0.2522686,0.19600726,0.47368421,0.33030853
145,Spencer Turnbull,3 Tms,0.30105263157894735,1.6,0.193381592,0.496380558,0.310237849,0.073333333,0.096666666,135.0,3.5875983309062884,2244.0,3599.0,5843.0,0.37997957,0.36670072,0.25331971,0.13789581,0.50255363,0.35955056
146,Cole Hamels,3 Tms,0.2849663425579656,1.416851441,0.208998548,0.463715529,0.327285921,0.077605321,0.141906873,263.0,4.893866539538128,2885.0,4934.0,7819.0,0.42949177,0.34717251,0.22333572,0.14889048,0.46814603,0.38296349
147,Jeffrey Springs,3 Tms,0.2629441624365482,0.835214446,0.203721841,0.362389813,0.433888344,0.121896162,0.103837471,194.0,4.823204597781019,2099.0,3784.0,5883.0,0.39883268,0.35505837,0.24610895,0.17509728,0.51848249,0.30642023
148,Tanner Roark,4 Tms,0.30722525804493017,1.127795527,0.222416812,0.41214244,0.365440747,0.089456869,0.143769968,346.0,5.4504083407477895,3792.0,6216.0,10008.0,0.39573733,0.34043779,0.26382488,0.1687788,0.51152074,0.31970046
149,Mike Leake,3 Tms,0.3030803080308031,1.688288288,0.209745762,0.496292372,0.293961864,0.077477477,0.151351351,305.0,4.8270809773217005,2798.0,5754.0,8552.0,0.45344555,0.34613361,0.20042083,0.15518148,0.47816938,0.36664913
150,José Soriano,LAA,0.2831541218637993,3.19879518,0.175147928,0.628402366,0.196449704,0.036144578,0.114457831,175.0,5.102591834697285,1875.0,3053.0,4928.0,0.41334895,0.38290398,0.20374707,0.15690867,0.50819672,0.33489461
151,Tony Gonsolin,LAD,0.2286282306163022,0.904231625,0.18024928,0.389261744,0.430488974,0.086859688,0.111358574,233.0,5.386130207350877,2276.0,4035.0,6311.0,0.4157197,0.3532197,0.23106061,0.13541667,0.51609848,0.34848485
152,Luke Weaver,5 Tms,0.31850789096126253,1.036101083,0.225274725,0.394230769,0.380494505,0.101083032,0.144404332,275.0,5.1101172039068405,3025.0,5469.0,8494.0,0.38628649,0.33604888,0.27766463,0.14528174,0.47997284,0.37474542
153,Luis Garcia,HOU,0.27181208053691275,0.878172588,0.206008583,0.371244635,0.422746781,0.11928934,0.116751269,223.0,5.794995368529644,2010.0,3532.0,5542.0,0.41170213,0.34148936,0.24680851,0.1787234,0.50212766,0.31914894
154,Reid Detmers,LAA,0.31174838112858466,0.87526427,0.214348981,0.366696191,0.418954827,0.09936575,0.118393234,213.0,4.694694111462358,2524.0,4588.0,7112.0,0.42128408,0.33245383,0.24626209,0.15127529,0.51099384,0.33773087
155,Aníbal Sánchez,3 Tms,0.2808219178082192,1.013513513,0.210596026,0.397350993,0.39205298,0.097972972,0.131756756,268.0,4.763660422461635,3096.0,5330.0,8426.0,0.39401821,0.34720416,0.25877763,0.19115735,0.49219766,0.31664499
156,Ryan Yarbrough,4 Tms,0.2883031301482702,1.036016949,0.233652312,0.389952153,0.376395534,0.13559322,0.116525423,201.0,4.474031531304699,2054.0,4165.0,6219.0,0.38091483,0.36119874,0.25788644,0.20189274,0.52129338,0.27681388
157,Dinelson Lamet,2 Tms,0.28917378917378916,0.910299003,0.217687074,0.372789115,0.409523809,0.089700996,0.142857142,145.0,4.340354528555653,1833.0,3227.0,5060.0,0.36375839,0.3704698,0.26577181,0.17852349,0.46308725,0.35838926
158,Austin Gomber,2 Tms,0.3035897435897436,1.027707808,0.206114398,0.402366863,0.391518737,0.079345088,0.138539042,368.0,5.19665277668939,3605.0,6686.0,10291.0,0.42669903,0.34951456,0.22378641,0.14029126,0.48737864,0.3723301
159,Michael Soroka,5 Tms,0.2798913043478261,1.529914529,0.214854111,0.474801061,0.310344827,0.099715099,0.133903133,226.0,5.175572418609455,2245.0,3958.0,6203.0,0.45217391,0.32347826,0.22434783,0.16869565,0.49130435,0.34
160,Dane Dunning,2 Tms,0.3023415977961432,1.605603448,0.197211155,0.494687915,0.308100929,0.084051724,0.144396551,287.0,4.960947600125548,3136.0,5389.0,8525.0,0.45191041,0.34057971,0.20750988,0.15049505,0.52013201,0.32937294
161,Eric Lauer,3 Tms,0.2940860215053763,0.816502463,0.234958506,0.343879668,0.421161825,0.08866995,0.133004926,384.0,5.233720353339252,4057.0,7262.0,11319.0,0.37729124,0.35590631,0.26680244,0.151222,0.46894094,0.37983707
162,Alek Manoah,TOR,0.25703905540417804,0.911016949,0.208771929,0.377192982,0.414035087,0.110169491,0.101694915,222.0,4.757143073179294,2486.0,4395.0,6881.0,0.42595819,0.32839721,0.2456446,0.16550523,0.55836237,0.2761324
163,Michael Pineda,3 Tms,0.29707792207792205,1.079754601,0.210403726,0.409937888,0.379658385,0.075664621,0.149284253,258.0,5.502369593637888,2181.0,4499.0,6680.0,0.41455939,0.34636015,0.23908046,0.14712644,0.50498084,0.34789272
164,Mike Foltynewicz,2 Tms,0.27530864197530863,0.995468277,0.216023738,0.391097922,0.392878338,0.107250755,0.145015105,298.0,4.582004522836529,3592.0,6243.0,9835.0,0.41457726,0.35451895,0.23090379,0.1696793,0.48338192,0.34693878
165,Nick Martinez,4 Tms,0.2779433681073025,1.048327137,0.210601719,0.404011461,0.385386819,0.111524163,0.126394052,233.0,4.653106732066043,2524.0,4619.0,7143.0,0.42370476,0.35131299,0.22498226,0.17388219,0.53867991,0.2874379
166,Kris Bubic,KCR,0.313469387755102,1.329411764,0.221698113,0.444182389,0.334119496,0.091764705,0.131764705,185.0,3.812977337958104,2694.0,4668.0,7362.0,0.41608119,0.34582358,0.23809524,0.17017955,0.50039032,0.32943013
167,Casey Mize,DET,0.2936802973977695,1.2043222,0.19799857,0.438170121,0.363831308,0.09626719,0.129666011,228.0,4.467344081896448,2672.0,4813.0,7485.0,0.40538625,0.35223246,0.24238129,0.14528703,0.52799433,0.32671864
168,Iván Nova,3 Tms,0.3026166097838453,1.46397188,0.222407099,0.462007764,0.315585135,0.0913884,0.156414762,286.0,4.646209386281589,2999.0,5496.0,8495.0,0.42764228,0.35555556,0.21680217,0.16693767,0.49810298,0.33495935
169,Jake Arrieta,3 Tms,0.30458817025981205,1.64208633,0.220689655,0.484350132,0.294960212,0.080935251,0.170863309,374.0,5.431952718454156,3765.0,6405.0,10170.0,0.40378549,0.35962145,0.23659306,0.17087277,0.50368034,0.3254469
170,Carlos Martinez,STL,0.2906057945566286,1.682857142,0.192605331,0.506448839,0.300945829,0.108571428,0.131428571,212.0,4.680294540616382,2295.0,4205.0,6500.0,0.40743872,0.34995773,0.24260355,0.18934911,0.47675402,0.33389687
171,Braxton Garrett,MIA,0.31543624161073824,1.643382352,0.221018418,0.484290357,0.294691224,0.073529411,0.143382352,140.0,3.9334028850723457,1766.0,3389.0,5155.0,0.47266881,0.33118971,0.19614148,0.14576635,0.48660236,0.3676313
172,Taj Bradley,2 Tms,0.2917820867959372,1.021978021,0.191564147,0.408611599,0.399824253,0.118681318,0.138461538,245.0,5.364963628136935,2486.0,4422.0,6908.0,0.42183406,0.32401747,0.25414847,0.13973799,0.48820961,0.3720524
173,Clarke Schmidt,NYY,0.29543039319872477,1.035897435,0.186475409,0.413934426,0.399590163,0.125641025,0.107692307,162.0,4.259006986030516,2047.0,3698.0,5745.0,0.41810783,0.32756867,0.2543235,0.16276704,0.53814852,0.29908444
174,Griffin Canning,2 Tms,0.2895408163265306,1.033846153,0.196840826,0.408262454,0.394896719,0.072307692,0.143076923,341.0,5.41269855836195,3611.0,6113.0,9724.0,0.40481928,0.36445783,0.23072289,0.13313253,0.49939759,0.36746988
175,Brandon Pfaadt,ARI,0.3144746509919177,1.068773234,0.217849613,0.404075895,0.37807449,0.078066914,0.133828996,248.0,4.80000029533142,2571.0,4950.0,7521.0,0.43986014,0.33706294,0.22307692,0.13146853,0.51468531,0.35384615
176,Brett Anderson,4 Tms,0.29838709677419356,2.288461538,0.20990099,0.549834983,0.240264026,0.057692307,0.142857142,293.0,5.79985374550424,2631.0,4392.0,7023.0,0.42662338,0.36493506,0.20844156,0.1538961,0.46493506,0.38116883
177,Tyler Skaggs,LAA,0.315527950310559,1.177474402,0.231325301,0.41566265,0.353012048,0.112627986,0.122866894,128.0,3.972414106625322,1771.0,3175.0,4946.0,0.41141498,0.33412604,0.25445898,0.16884661,0.44827586,0.38287753
178,Zack Godley,3 Tms,0.3156934306569343,1.700617283,0.212421242,0.495949594,0.291629162,0.086419753,0.138888888,217.0,4.9152681653692865,2587.0,4133.0,6720.0,0.42594216,0.36809816,0.20595968,0.17528484,0.45223488,0.37248028
179,Reese Olson,DET,0.28263795423956933,1.393700787,0.205228758,0.462745098,0.332026143,0.098425196,0.102362204,112.0,3.696821653811789,1726.0,2867.0,4593.0,0.44083225,0.34070221,0.21846554,0.12093628,0.54486346,0.33420026
180,Spencer Schwellenbach,ATL,0.2696629213483146,1.313364055,0.222910216,0.44117647,0.335913312,0.087557603,0.124423963,121.0,4.64722627441116,1072.0,2388.0,3460.0,0.39692308,0.36769231,0.23538462,0.18769231,0.51230769,0.3
181,Johnny Cueto,4 Tms,0.2962962962962963,1.084919472,0.223131478,0.404255319,0.372613202,0.10102489,0.131771595,307.0,4.5820895160048005,3519.0,6291.0,9810.0,0.41666667,0.34081197,0.24252137,0.16933761,0.51816239,0.3125
182,Michael Lorenzen,7 Tms,0.2767175572519084,1.166666666,0.191463414,0.435365853,0.373170731,0.099673202,0.12745098,288.0,4.709872937669629,3282.0,5649.0,8931.0,0.40691328,0.34808975,0.24499697,0.15403275,0.5215282,0.32443905
183,Kodai Senga,NYM,0.2813333333333333,1.179310344,0.183462532,0.441860465,0.374677002,0.113793103,0.117241379,156.0,4.643881106795761,2013.0,3089.0,5102.0,0.41869398,0.32522407,0.25608195,0.15620999,0.50832266,0.33546735
184,Cole Irvin,3 Tms,0.2919254658385093,0.960365853,0.225767609,0.379289584,0.394942805,0.079268292,0.106707317,281.0,4.872832459481603,2527.0,5300.0,7827.0,0.37403216,0.36212031,0.26384753,0.14055986,0.52054795,0.3388922
185,Michael Fulmer,2 Tms,0.2896281800391389,1.486238532,0.223495702,0.464183381,0.312320916,0.103975535,0.128440366,165.0,4.376227668255627,1938.0,3457.0,5395.0,0.40131579,0.35056391,0.2481203,0.17387218,0.48684211,0.33928571
186,Tylor Megill,NYM,0.3109475620975161,1.143540669,0.205673758,0.423758865,0.370567375,0.088516746,0.136363636,225.0,5.041493951493365,2633.0,4420.0,7053.0,0.37248028,0.36897458,0.25854514,0.15337423,0.53724803,0.30937774
187,Jimmy Nelson,2 Tms,0.34274193548387094,1.746478873,0.23076923,0.489151873,0.280078895,0.084507042,0.126760563,102.0,4.857142612056499,1031.0,1993.0,3024.0,0.36770428,0.35797665,0.27431907,0.21789883,0.45719844,0.32490272
188,Shota Imanaga,CHC,0.24276169265033407,0.661733615,0.172631578,0.329473684,0.497894736,0.116279069,0.126849894,191.0,5.055882579843076,1647.0,3497.0,5144.0,0.45407098,0.31732777,0.22860125,0.16283925,0.49895616,0.33820459
189,Jeff Samardzija,SFG,0.27321981424148606,0.912248628,0.22172619,0.371279761,0.406994047,0.095063985,0.129798903,221.0,4.416728492788708,2602.0,4780.0,7382.0,0.39545121,0.36683786,0.23771093,0.17901687,0.47615554,0.34482759
190,Domingo Germán,2 Tms,0.2644497228820269,0.956989247,0.190511489,0.395848776,0.413639733,0.120071684,0.164874551,282.0,5.317038992832994,2540.0,4968.0,7508.0,0.47710487,0.32570162,0.1971935,0.1676514,0.47119645,0.36115214
191,Erick Fedde,4 Tms,0.2956403269754768,1.313375796,0.201758241,0.453186813,0.345054945,0.096815286,0.146496815,398.0,4.858047200589307,5094.0,7793.0,12887.0,0.38471503,0.36183074,0.25345423,0.167962,0.49784111,0.33419689
192,Ryne Nelson,ARI,0.28,0.9,0.201327433,0.378318584,0.420353982,0.096491228,0.108771929,280.0,5.692771313273184,2440.0,4668.0,7108.0,0.39220015,0.36497425,0.24282561,0.1317145,0.50551876,0.36276674
193,Vince Velasquez,4 Tms,0.302158273381295,0.856672158,0.223294279,0.358373535,0.418332184,0.112026359,0.154859967,285.0,4.920076828345992,3293.0,5893.0,9186.0,0.39203779,0.34345479,0.26450742,0.15249663,0.48178138,0.365722
194,Bryce Miller,SEA,0.26666666666666666,0.849287169,0.204903677,0.365148861,0.42994746,0.091649694,0.114052953,198.0,4.432835989153506,2187.0,4202.0,6389.0,0.40695652,0.35826087,0.23478261,0.14,0.50956522,0.35043478
195,Zack Littell,5 Tms,0.2828593389700231,0.944444444,0.203961848,0.386647101,0.409391049,0.109318996,0.132616487,214.0,4.4140566989287775,2195.0,4497.0,6692.0,0.42669584,0.35375638,0.21954778,0.14077316,0.52954048,0.32968636
196,José Urquidy,HOU,0.26014760147601473,0.810865191,0.20564872,0.35569285,0.438658428,0.12474849,0.120724346,268.0,6.352941250940225,1970.0,4082.0,6052.0,0.41520979,0.34003497,0.24475524,0.1722028,0.52622378,0.30157343
197,Jhoulys Chacín,4 Tms,0.271513353115727,1.266666666,0.210449927,0.441219158,0.348330914,0.114583333,0.13125,222.0,4.168289525654525,2969.0,4957.0,7926.0,0.42310418,0.34443657,0.23245925,0.18568391,0.45712261,0.35719348
198,Joey Lucchesi,2 Tms,0.2904761904761905,1.259740259,0.191449814,0.450743494,0.357806691,0.083116883,0.142857142,207.0,4.809810574542751,2341.0,3972.0,6313.0,0.33423913,0.39221014,0.27355072,0.16394928,0.47282609,0.36322464
199,Andrew Cashner,3 Tms,0.28612099644128114,1.359756097,0.199862164,0.461061337,0.339076498,0.085365853,0.117886178,255.0,5.141896688983385,2870.0,4543.0,7413.0,0.39166097,0.34791524,0.26042379,0.17156528,0.50991114,0.31852358
200,Chase Anderson,6 Tms,0.26597687157638467,0.855585831,0.203974284,0.36703682,0.428988895,0.111716621,0.137602179,307.0,4.633314755288325,3772.0,6389.0,10161.0,0.38646789,0.34575688,0.26777523,0.19552752,0.45928899,0.34518349
201,CC Sabathia,NYY,0.2874354561101549,1.331707317,0.209263854,0.451612903,0.339123242,0.107317073,0.163414634,261.0,5.75735315649568,2326.0,4237.0,6563.0,0.43892508,0.3509772,0.21009772,0.23127036,0.46416938,0.30456026
202,Kutter Crawford,BOS,0.27531645569620256,0.678350515,0.184368737,0.329659318,0.485971943,0.125773195,0.121649484,176.0,4.466165589668953,1896.0,3751.0,5647.0,0.42999007,0.34558093,0.224429,0.16285998,0.5183714,0.31876862
203,Edward Cabrera,2 Tms,0.2770758122743682,1.4296875,0.190806591,0.476149176,0.333044232,0.078125,0.151041666,242.0,4.887060799522207,2985.0,4712.0,7697.0,0.48885077,0.31475129,0.19639794,0.1432247,0.53516295,0.32161235
204,Bryce Elder,ATL,0.2933233308327082,1.605200945,0.198545454,0.493818181,0.307636363,0.056737588,0.132387706,234.0,4.621799780338726,2764.0,4616.0,7380.0,0.46181556,0.33861671,0.19956772,0.12680115,0.52161383,0.35158501
205,Dustin May,3 Tms,0.27502876869965476,1.368770764,0.206013363,0.458797327,0.335189309,0.07641196,0.129568106,179.0,5.130573373067415,1759.0,3221.0,4980.0,0.38105727,0.37004405,0.24889868,0.18281938,0.50991189,0.30726872
206,Ryan Pepiot,2 Tms,0.25028968713789107,0.785542168,0.183920704,0.359030837,0.457048458,0.122891566,0.122891566,179.0,4.642651449945041,2060.0,3653.0,5713.0,0.40679825,0.32565789,0.26754386,0.17214912,0.50548246,0.32236842
207,Gavin Williams,CLE,0.26496674057649666,1.151428571,0.19978746,0.4282678,0.371944739,0.074285714,0.12,151.0,3.8245779774968676,2293.0,3856.0,6149.0,0.38983051,0.35911017,0.25105932,0.13241525,0.54661017,0.32097458
208,Triston McKenzie,CLE,0.2375,0.674033149,0.175883952,0.331822302,0.492293744,0.134438305,0.132596685,212.0,4.48238075689958,2437.0,4346.0,6783.0,0.38433843,0.34743474,0.26822682,0.16291629,0.50765077,0.32943294
209,Zach Plesac,2 Tms,0.27240649258997884,1.068181818,0.199052132,0.413676371,0.387271496,0.101398601,0.132867132,244.0,4.5973483276015745,2607.0,4996.0,7603.0,0.43632708,0.32238606,0.24128686,0.14343164,0.52613941,0.33042895
210,Brad Peacock,2 Tms,0.2891566265060241,1.044117647,0.193423597,0.411992263,0.394584139,0.083333333,0.112745098,151.0,6.921901064301741,1197.0,2113.0,3310.0,0.46538462,0.32115385,0.21346154,0.19038462,0.48653846,0.32307692
211,Paul Blackburn,2 Tms,0.31400602409638556,1.483944954,0.210641399,0.471574344,0.317784256,0.080275229,0.126146788,230.0,4.773251522690596,2816.0,4468.0,7284.0,0.42474674,0.36468886,0.2105644,0.16136035,0.55209841,0.28654124
212,Ryan Feltner,COL,0.3062977099236641,1.159705159,0.195791399,0.431838975,0.372369624,0.085995085,0.122850122,182.0,4.622766022719893,2179.0,3755.0,5934.0,0.37648131,0.38012762,0.24339107,0.15496809,0.51959891,0.325433
213,Grayson Rodriguez,BAL,0.3153724247226624,1.227848101,0.201210287,0.440242057,0.358547655,0.075949367,0.130801687,169.0,6.372905299560943,1352.0,2631.0,3983.0,0.41301059,0.36459909,0.22239032,0.13313162,0.51739788,0.3494705
214,Ian Anderson,ATL,0.2826666666666667,1.619047619,0.207077326,0.49017038,0.302752293,0.095238095,0.125541125,172.0,5.684210552856233,1858.0,2893.0,4751.0,0.45057766,0.31964056,0.22978177,0.16816431,0.53786906,0.29396662
215,Jason Vargas,3 Tms,0.2872253864930838,0.968992248,0.197472353,0.394944707,0.407582938,0.120155038,0.125968992,229.0,4.903251269123431,2637.0,4322.0,6959.0,0.47913447,0.33230294,0.1885626,0.17465224,0.4698609,0.35548686
216,Homer Bailey,4 Tms,0.3193350831146107,1.360742705,0.241908006,0.436967632,0.321124361,0.095490716,0.148541114,209.0,5.102169700351062,2246.0,4087.0,6333.0,0.39381271,0.36120401,0.24498328,0.15301003,0.45986622,0.38712375
