rank,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
217,Sean Newcomb,4 Tms,0.3137472283813747,1.208588957,0.21483097,0.429661941,0.355507088,0.110429447,0.107361963,174.0,4.828366181603376,2273.0,3666.0,5939.0,0.35470085,0.34401709,0.30128205,0.17628205,0.5042735,0.31944444
218,Mike Fiers,3 Tms,0.2742616033755274,0.995720399,0.195977011,0.401149425,0.402873563,0.122681883,0.149786019,331.0,5.1898952893051105,3269.0,5937.0,9206.0,0.44438138,0.32292849,0.23269012,0.16912599,0.4738933,0.3569807
219,Shane Baz,2 Tms,0.2830655129789864,1.145061728,0.1842723,0.435446009,0.38028169,0.11728395,0.138888888,167.0,4.8798703414068125,1740.0,3207.0,4947.0,0.41569087,0.33957845,0.24473068,0.16510539,0.50117096,0.33372365
220,Jordan Zimmermann,DET,0.3210445468509985,0.911275415,0.240264511,0.362233651,0.397501836,0.103512014,0.140480591,224.0,4.949263471554923,2276.0,4370.0,6646.0,0.3904209,0.36357039,0.24600871,0.14150943,0.45791001,0.40058055
221,Daniel Norris,2 Tms,0.3195121951219512,1.062893081,0.227326266,0.398115429,0.374558303,0.072327044,0.128930817,148.0,4.7684961629568186,1799.0,3026.0,4825.0,0.40465116,0.34767442,0.24767442,0.14883721,0.45348837,0.39767442
222,Chris Flexen,5 Tms,0.3074792243767313,0.909560723,0.212573255,0.375066595,0.412360149,0.104651162,0.116279069,321.0,4.992511657869532,3667.0,6076.0,9743.0,0.39208443,0.34195251,0.26596306,0.15875527,0.51476793,0.32647679
223,Graham Ashcraft,CIN,0.3046033300685602,1.732899022,0.207743153,0.502360717,0.289896128,0.09446254,0.146579804,182.0,4.993902787504158,1945.0,3479.0,5424.0,0.35305164,0.3915493,0.25539906,0.17089202,0.5342723,0.29483568
224,Joe Ross,3 Tms,0.3025516403402187,1.111111111,0.215801886,0.412735849,0.371462264,0.085714285,0.139682539,196.0,6.160651948196766,1642.0,2973.0,4615.0,0.3699422,0.35028902,0.27976879,0.19190751,0.48323699,0.32485549
225,Eury Pérez,MIA,0.25544554455445545,0.548387096,0.18490566,0.288679245,0.526415094,0.111111111,0.111111111,121.0,5.269355098077348,1299.0,2263.0,3562.0,0.47574627,0.31156716,0.21268657,0.15298507,0.4869403,0.36007463
226,Trevor Cahill,6 Tms,0.29411764705882354,1.682926829,0.197080291,0.503649635,0.299270072,0.069105691,0.166666666,156.0,4.891985997695311,1917.0,3013.0,4930.0,0.47199046,0.34922527,0.17878427,0.16924911,0.46960667,0.36114422
227,Jordan Lyles,6 Tms,0.29460400348128807,0.925595238,0.197270471,0.385856079,0.416873449,0.100198412,0.151785714,430.0,4.972162822129747,4743.0,8290.0,13033.0,0.43282973,0.33891384,0.22825643,0.15353205,0.49081258,0.35565537
228,Bailey Falter,3 Tms,0.28334714167357083,0.873804971,0.219745222,0.363853503,0.416401273,0.112810707,0.122370936,204.0,4.529605405255538,2145.0,4142.0,6287.0,0.39243499,0.34121355,0.26635146,0.15839243,0.52403467,0.31757289
229,Mitchell Parker,WSN,0.29637305699481864,0.93,0.224899598,0.373493975,0.401606425,0.085,0.1075,158.0,4.596982834207318,1698.0,3333.0,5031.0,0.4156746,0.32738095,0.25694444,0.12896825,0.51587302,0.35515873
230,Chad Kuhl,4 Tms,0.3017182130584192,1.066189624,0.230512991,0.39706862,0.372418387,0.07155635,0.139534883,279.0,4.897919491221561,3544.0,5363.0,8907.0,0.40796345,0.34530026,0.24673629,0.15535248,0.4810705,0.36357702
231,Jason Hammel,KCR,0.3251072961373391,0.923664122,0.214137214,0.377338877,0.408523908,0.071246819,0.10178117,129.0,4.1073112468483535,1659.0,3037.0,4696.0,0.42018538,0.33470649,0.24510814,0.15447992,0.47373841,0.37178167
232,Andre Pallante,STL,0.29295774647887324,2.612,0.174588665,0.596892138,0.228519195,0.068,0.144,152.0,3.927272913643679,2209.0,3528.0,5737.0,0.41818182,0.34454545,0.23727273,0.17,0.53272727,0.29727273
233,Garrett Richards,4 Tms,0.305591677503251,1.5,0.21446384,0.471321695,0.314214463,0.115079365,0.154761904,169.0,5.585067345538973,1701.0,2874.0,4575.0,0.42326733,0.32920792,0.24752475,0.16707921,0.45915842,0.37376238
234,Simeon Woods Richardson,MIN,0.27393617021276595,0.743093922,0.194125159,0.343550446,0.462324393,0.129834254,0.102209944,128.0,4.3254070578870065,1627.0,2889.0,4516.0,0.41825095,0.30671736,0.27503169,0.16223067,0.52598226,0.31178707
235,Luis Gil,NYY,0.24285714285714285,0.743506493,0.183890577,0.348024316,0.468085106,0.155844155,0.10064935,156.0,5.593625753043692,1730.0,2692.0,4422.0,0.41060606,0.31818182,0.27121212,0.16969697,0.51212121,0.31818182
236,JT Brubaker,2 Tms,0.3129943502824859,1.318327974,0.222222222,0.442286947,0.33549083,0.080385852,0.163987138,144.0,4.118644200943905,1846.0,3281.0,5127.0,0.42780749,0.3657754,0.20641711,0.14545455,0.51871658,0.33582888
237,Trevor Richards,3 Tms,0.2981770833333333,0.825825825,0.230379746,0.348101265,0.421518987,0.084084084,0.123123123,121.0,3.834507042253521,1805.0,3105.0,4910.0,0.40420272,0.33621755,0.25957973,0.14585909,0.46106304,0.39307787
238,Davis Martin,CHW,0.28859060402684567,1.126712328,0.195595854,0.426165803,0.378238341,0.099315068,0.109589041,126.0,4.476316014155137,1495.0,2685.0,4180.0,0.44774194,0.33032258,0.22193548,0.15870968,0.51225806,0.32903226
239,Brent Suter,4 Tms,0.28596187175043325,1.234693877,0.252559726,0.412969283,0.334470989,0.122448979,0.137755102,134.0,6.16354349129483,1068.0,2051.0,3119.0,0.37582781,0.35596026,0.26821192,0.22516556,0.48013245,0.29470199
240,Colin Rea,2 Tms,0.27796327212020033,1.008016032,0.202229299,0.400477707,0.397292993,0.114228456,0.146292585,245.0,5.304731558098887,2342.0,4357.0,6699.0,0.43587726,0.31235248,0.25177026,0.14083399,0.53343824,0.32572777
241,Dakota Hudson,2 Tms,0.28543563068920674,2.104878048,0.194813409,0.545857052,0.259329538,0.068292682,0.134146341,306.0,5.414154679755388,3264.0,4981.0,8245.0,0.43188952,0.36032643,0.20778406,0.15944758,0.49152542,0.34902699
242,Mike Montgomery,2 Tms,0.3069306930693069,1.913705583,0.203883495,0.522884882,0.273231622,0.040609137,0.142131979,114.0,4.403433764768527,1389.0,2337.0,3726.0,0.42857143,0.33469388,0.23673469,0.16326531,0.46258503,0.37414966
243,Drew Smyly,5 Tms,0.2972549019607843,0.89084507,0.205033308,0.374537379,0.420429311,0.112676056,0.16197183,282.0,5.578022235234206,2840.0,5153.0,7993.0,0.45827233,0.31625183,0.22547584,0.16691069,0.477306,0.35578331
244,Cam Schlittler,NYY,0.2809917355371901,1.101123595,0.248995983,0.393574297,0.357429718,0.101123595,0.08988764,60.0,5.364238444475076,550.0,1114.0,1664.0,0.328,0.332,0.34,0.16,0.548,0.292
245,Marco Estrada,2 Tms,0.28393881453154873,0.499153976,0.194545454,0.268181818,0.537272727,0.170896785,0.113367174,199.0,5.0688677238696656,2183.0,3971.0,6154.0,0.40414041,0.32313231,0.27272727,0.20972097,0.49774977,0.29252925
246,Will Warren,NYY,0.31542461005199307,1.164383561,0.21,0.425,0.365,0.0456621,0.132420091,114.0,4.90127404909685,1399.0,2272.0,3671.0,0.39900662,0.37086093,0.23013245,0.13576159,0.53807947,0.32615894
247,Chad Patrick,MIL,0.30362116991643456,0.694610778,0.23097826,0.315217391,0.453804347,0.125748502,0.077844311,67.0,4.579746957072045,780.0,1390.0,2170.0,0.36290323,0.34408602,0.29301075,0.16666667,0.50806452,0.32526882
248,Matt Manning,DET,0.2700636942675159,0.990936555,0.187422934,0.404438964,0.408138101,0.096676737,0.090634441,122.0,4.32283477551422,1400.0,2632.0,4032.0,0.399754,0.33456335,0.26568266,0.1402214,0.49323493,0.36654367
249,Julio Teheran,5 Tms,0.2594070695553022,0.961021505,0.200985761,0.391566265,0.407447973,0.091397849,0.139784946,303.0,4.292235094467301,3888.0,6618.0,10506.0,0.4001077,0.35325794,0.24663436,0.18309101,0.46903608,0.34787291
250,José Ureña,8 Tms,0.2826984855438274,1.472032742,0.197164377,0.478068232,0.32476739,0.083219645,0.141882673,324.0,4.107042369369574,4593.0,7283.0,11876.0,0.45793164,0.33391762,0.20815074,0.14329535,0.48773006,0.36897458
251,Logan Allen,CLE,0.30831826401446655,1.144164759,0.183797909,0.435540069,0.38066202,0.123569794,0.128146453,239.0,5.685462860804506,2429.0,4064.0,6493.0,0.41034483,0.34051724,0.24913793,0.1612069,0.52413793,0.31465517
252,JP Sears,3 Tms,0.2813102119460501,0.667910447,0.180317848,0.328239608,0.491442542,0.108208955,0.123134328,238.0,3.9568966864952357,3144.0,5800.0,8944.0,0.40543807,0.33957704,0.25498489,0.16616314,0.51903323,0.31480363
253,Clayton Richard,2 Tms,0.32025620496397117,2.757462686,0.211433046,0.578700078,0.209866875,0.070895522,0.19402985,178.0,3.9916941371588206,2213.0,3947.0,6160.0,0.41890853,0.35280553,0.22828593,0.18216756,0.44043044,0.377402
254,Johan Oviedo,2 Tms,0.27395833333333336,1.235955056,0.197580645,0.443548387,0.358870967,0.095505617,0.106741573,183.0,4.9017858812395465,2223.0,3541.0,5764.0,0.42971888,0.34136546,0.22891566,0.1626506,0.51706827,0.32028112
255,Drew Pomeranz,4 Tms,0.3237753882915173,1.090342679,0.227848101,0.402761795,0.369390103,0.093457943,0.146417445,186.0,5.5126236580243475,2142.0,3468.0,5610.0,0.40317101,0.32729332,0.26953567,0.18346546,0.47112118,0.34541336
256,Jack Leiter,TEX,0.2878228782287823,0.889795918,0.179078014,0.386524822,0.434397163,0.106122448,0.102040816,110.0,5.068259715595162,1265.0,2153.0,3418.0,0.42402827,0.35335689,0.22261484,0.15017668,0.48586572,0.3639576
257,Matt Harvey,5 Tms,0.31254585473220836,1.227180527,0.225669957,0.426657263,0.347672778,0.097363083,0.164300202,244.0,5.0560247733418695,2685.0,4771.0,7456.0,0.39265928,0.34141274,0.26592798,0.1765928,0.45290859,0.37049861
258,Ben Lively,3 Tms,0.2815622161671208,0.871743486,0.192041522,0.376297577,0.431660899,0.106212424,0.126252505,200.0,4.817127720402228,2135.0,3861.0,5996.0,0.37886598,0.34793814,0.27319588,0.15979381,0.51975945,0.32044674
259,Joey Cantillo,CLE,0.29073482428115016,1.157024793,0.194444444,0.432098765,0.37345679,0.099173553,0.107438016,54.0,3.8983958014502664,812.0,1344.0,2156.0,0.44171779,0.31595092,0.24233129,0.15030675,0.5398773,0.30981595
260,Brandon McCarthy,2 Tms,0.31388329979879276,1.467948717,0.239130434,0.452569169,0.308300395,0.121794871,0.128205128,105.0,5.715725982288421,853.0,1707.0,2560.0,0.39071567,0.35589942,0.25338491,0.20116054,0.4893617,0.30947776
261,Ronel Blanco,HOU,0.22345483359746435,0.863945578,0.174698795,0.38253012,0.442771084,0.119047619,0.136054421,138.0,4.935099462423248,1511.0,2640.0,4151.0,0.47164179,0.31940299,0.20895522,0.17462687,0.50895522,0.31641791
262,Emmet Sheehan,LAD,0.26666666666666666,0.782051282,0.205714285,0.348571428,0.445714285,0.076923076,0.128205128,109.0,7.375940061180288,788.0,1409.0,2197.0,0.44857143,0.31714286,0.23428571,0.13428571,0.54,0.32571429
263,Steven Brault,PIT,0.28664495114006516,1.296803652,0.188709677,0.458064516,0.353225806,0.08675799,0.109589041,100.0,4.285714246788804,1392.0,2222.0,3614.0,0.34379906,0.37676609,0.27943485,0.20251177,0.43956044,0.35792779
264,Jake Irvin,WSN,0.2781144781144781,1.120401337,0.189776357,0.428115015,0.382108626,0.086956521,0.150501672,255.0,4.520683021293841,3057.0,5448.0,8505.0,0.41460317,0.35555556,0.22984127,0.14920635,0.4952381,0.35555556
265,Landen Roupp,SFG,0.313953488372093,1.471014492,0.219679633,0.464530892,0.315789473,0.079710144,0.086956521,79.0,4.804054177878462,932.0,1608.0,2540.0,0.4479638,0.32579186,0.22624434,0.1561086,0.57466063,0.26923077
266,Matthew Liberatore,STL,0.3113207547169811,0.9852071,0.228735632,0.38275862,0.388505747,0.079881656,0.109467455,141.0,4.631387183710585,1681.0,2870.0,4551.0,0.37853107,0.35819209,0.26327684,0.11638418,0.5480226,0.33559322
267,Matt Strahm,3 Tms,0.30708661417322836,0.758426966,0.213567839,0.339195979,0.44723618,0.095505617,0.140449438,82.0,5.2216985477655475,733.0,1538.0,2271.0,0.40394089,0.35960591,0.2364532,0.15270936,0.41133005,0.43596059
268,Luis Perdomo,SDP,0.33781763826606875,2.490445859,0.194117647,0.575,0.230882352,0.076433121,0.133757961,106.0,4.528481441452851,1296.0,2117.0,3413.0,0.39855072,0.40289855,0.19855072,0.17681159,0.48550725,0.33768116
269,Jaime Barria,LAA,0.27686915887850466,0.853846153,0.198447893,0.3691796,0.432372505,0.12051282,0.138461538,162.0,4.9367949224808685,1870.0,3098.0,4968.0,0.42134213,0.35973597,0.21892189,0.15621562,0.47744774,0.36633663
270,Cade Horton,CHC,0.2514792899408284,1.102189781,0.170028818,0.435158501,0.39481268,0.08029197,0.0729927,79.0,5.85989049371065,616.0,1189.0,1805.0,0.40517241,0.3362069,0.25862069,0.13793103,0.51724138,0.34482759
271,Shane Smith,CHW,0.27007299270072993,1.042168674,0.202352941,0.407058823,0.390588235,0.060240963,0.108433734,78.0,4.53879329002287,975.0,1669.0,2644.0,0.37850467,0.3364486,0.28504673,0.15420561,0.53504673,0.31074766
272,Randy Vásquez,2 Tms,0.2838479809976247,0.939560439,0.188505747,0.393103448,0.418390804,0.142857142,0.09065934,132.0,4.383763868492125,1613.0,2863.0,4476.0,0.38258877,0.3906071,0.22680412,0.18671249,0.48224513,0.33104238
273,Janson Junk,3 Tms,0.30296127562642367,1.136094674,0.192393736,0.429530201,0.378076062,0.100591715,0.100591715,57.0,3.726392449725399,712.0,1434.0,2146.0,0.4339207,0.36123348,0.20484581,0.14317181,0.49779736,0.35903084
274,Braxton Ashcraft,PIT,0.3055555555555556,1.727272727,0.166666666,0.527777777,0.305555555,0.181818181,0.022727272,28.0,4.500000153269092,286.0,559.0,845.0,0.34482759,0.43448276,0.22068966,0.15172414,0.55172414,0.29655172
275,Sal Romano,CIN,0.2973372781065089,1.472727272,0.210449927,0.470246734,0.319303338,0.113636363,0.14090909,116.0,4.781679667796341,1367.0,2309.0,3676.0,0.40793201,0.32719547,0.26487252,0.19546742,0.45184136,0.35269122
276,Yonny Chirinos,3 Tms,0.30606060606060603,1.356828193,0.225759768,0.445730824,0.328509406,0.123348017,0.158590308,111.0,4.433431865099554,1262.0,2274.0,3536.0,0.42672414,0.36350575,0.20977011,0.1566092,0.47988506,0.36350575
277,Ryne Stanek,TBR,0.2553191489361702,0.680412371,0.164102564,0.338461538,0.497435897,0.12371134,0.092783505,65.0,7.048193418957209,501.0,845.0,1346.0,0.43147208,0.31979695,0.24873096,0.15736041,0.42639594,0.41624365
278,Gavin Stone,LAD,0.3044397463002114,1.234285714,0.202040816,0.440816326,0.357142857,0.074285714,0.12,104.0,6.012848174481972,847.0,1585.0,2432.0,0.41295547,0.33805668,0.24898785,0.15991903,0.53441296,0.30566802
279,Javier Assad,CHC,0.2782503037667072,1.172955974,0.189917936,0.437280187,0.372801875,0.113207547,0.119496855,159.0,5.074468239555001,1833.0,2905.0,4738.0,0.36860465,0.35697674,0.2744186,0.1627907,0.52209302,0.31511628
280,Austin Voth,2 Tms,0.28,0.70539419,0.218631178,0.323193916,0.458174904,0.116182572,0.12033195,98.0,4.936567392546298,1083.0,1904.0,2987.0,0.38636364,0.30492424,0.30871212,0.1780303,0.50757576,0.31439394
281,Aaron Sanchez,5 Tms,0.31981132075471697,1.627272727,0.209662716,0.489516864,0.300820419,0.081818181,0.136363636,202.0,5.244230836555803,2343.0,3638.0,5981.0,0.39764493,0.36413043,0.23822464,0.17481884,0.4701087,0.35507246
282,Tyler Alexander,4 Tms,0.29463171036204744,0.826330532,0.217286914,0.354141656,0.428571428,0.089635854,0.123249299,106.0,3.6412215198394424,1414.0,2836.0,4250.0,0.38934911,0.34792899,0.26272189,0.14911243,0.47455621,0.37633136
283,Bobby Miller,LAD,0.3013972055888224,1.372881355,0.204545454,0.460227272,0.335227272,0.06779661,0.175141242,131.0,6.430909269323433,1133.0,1967.0,3100.0,0.41729323,0.33646617,0.2462406,0.13721805,0.52631579,0.33646617
284,Nolan McLean,NYM,0.24375,2.088888888,0.157575757,0.569696969,0.272727272,0.111111111,0.111111111,50.0,6.279069823145932,406.0,706.0,1112.0,0.34545455,0.38181818,0.27272727,0.18787879,0.50909091,0.3030303
285,Kyle Wright,ATL,0.2940379403794038,1.896713615,0.194516971,0.527415143,0.278067885,0.061032863,0.17370892,167.0,5.6292135434655775,1530.0,2749.0,4279.0,0.43281654,0.37080103,0.19638243,0.14082687,0.52583979,0.33333333
286,Kwang Hyun Kim,STL,0.25692695214105793,1.417910447,0.203931203,0.466830466,0.329238329,0.104477611,0.104477611,80.0,5.346534754432731,833.0,1380.0,2213.0,0.42579075,0.36982968,0.20437956,0.17761557,0.513382,0.30900243
287,Clay Holmes,2 Tms,0.2808219178082192,2.04375,0.182885906,0.548657718,0.268456375,0.075,0.1125,123.0,5.562814070351759,1253.0,2066.0,3319.0,0.45590682,0.359401,0.18469218,0.15973378,0.51081531,0.32945092
288,Parker Messick,CLE,0.3050847457627119,1.517241379,0.193370165,0.486187845,0.320441988,0.137931034,0.086206896,25.0,3.4438777185886598,334.0,654.0,988.0,0.45054945,0.29120879,0.25824176,0.13736264,0.59340659,0.26923077
289,Clay Buchholz,3 Tms,0.2935222672064777,1.142105263,0.201960784,0.425490196,0.372549019,0.078947368,0.121052631,90.0,4.919027789298124,836.0,1690.0,2526.0,0.40582524,0.34174757,0.25242718,0.18640777,0.4368932,0.37669903
290,James Kaprielian,OAK,0.2738927738927739,0.766990291,0.181102362,0.355455568,0.463442069,0.094660194,0.101941747,141.0,4.178924346549568,1872.0,3254.0,5126.0,0.38598443,0.34260289,0.27141268,0.15350389,0.51390434,0.33259177
291,Ervin Santana,3 Tms,0.25067385444743934,0.83898305,0.164313222,0.381258023,0.454428754,0.11299435,0.132768361,155.0,5.463446257531138,1474.0,2523.0,3997.0,0.44923858,0.32994924,0.22081218,0.21446701,0.49238579,0.29314721
292,Cody Bradford,TEX,0.2750809061488673,0.748251748,0.226006191,0.331269349,0.442724458,0.09090909,0.104895104,56.0,4.666666996331886,581.0,1179.0,1760.0,0.36111111,0.37037037,0.26851852,0.13271605,0.54938272,0.31790123
293,Tobias Myers,MIL,0.2975391498881432,0.914438502,0.22173913,0.37173913,0.406521739,0.117647058,0.117647058,104.0,6.0257511222884474,862.0,1641.0,2503.0,0.41151386,0.3326226,0.25586354,0.13432836,0.53518124,0.33049041
294,Tyler Wells,BAL,0.23738872403560832,0.674931129,0.152022315,0.341701534,0.50627615,0.140495867,0.132231404,123.0,4.4398396797447335,1400.0,2643.0,4043.0,0.41135734,0.3365651,0.25207756,0.1800554,0.50831025,0.31163435
295,José Suarez,2 Tms,0.30742049469964666,1.058309037,0.208520179,0.406950672,0.384529147,0.113702623,0.15451895,151.0,4.654109771445409,1853.0,3263.0,5116.0,0.43569845,0.33702882,0.22727273,0.14966741,0.49556541,0.35476718
296,Matt Waldron,SDP,0.2881679389312977,0.923404255,0.175182481,0.395985401,0.428832116,0.140425531,0.119148936,86.0,4.2372266018268325,1115.0,1936.0,3051.0,0.3938294,0.39745917,0.20871143,0.17785844,0.51905626,0.3030853
297,Danny Salazar,CLE,0.3392070484581498,1.06741573,0.236514522,0.394190871,0.369294605,0.08988764,0.17977528,58.0,5.151315272349782,631.0,1154.0,1785.0,0.43209877,0.35390947,0.21399177,0.15226337,0.58024691,0.26748971
298,Cade Povich,BAL,0.31860036832412525,0.87704918,0.193661971,0.376760563,0.429577464,0.102459016,0.118852459,87.0,4.121052921168382,1208.0,2101.0,3309.0,0.43706294,0.3513986,0.21153846,0.17482517,0.50524476,0.31993007
299,Collin McHugh,3 Tms,0.29283489096573206,0.888888888,0.22960725,0.362537764,0.407854984,0.037037037,0.118518518,59.0,4.499999818155328,719.0,1264.0,1983.0,0.36826347,0.34730539,0.28443114,0.14371257,0.56586826,0.29041916
300,Spencer Arrighetti,HOU,0.3072033898305085,0.879227053,0.218875502,0.365461847,0.41566265,0.096618357,0.130434782,80.0,3.913043721637128,1149.0,2027.0,3176.0,0.44288577,0.32064128,0.23647295,0.15631263,0.52705411,0.31663327
301,Alec Mills,CHC,0.2980599647266314,1.61878453,0.199324324,0.494932432,0.305743243,0.08839779,0.17679558,98.0,4.5153582809419905,1087.0,1990.0,3077.0,0.4524207,0.35225376,0.19532554,0.16026711,0.52086811,0.31886477
302,Keider Montero,DET,0.28448275862068967,1.066666666,0.231404958,0.396694214,0.371900826,0.105555555,0.116666666,98.0,5.489626773249629,843.0,1635.0,2478.0,0.43505155,0.32164948,0.24329897,0.14020619,0.5257732,0.33402062
303,Noah Cameron,KCR,0.24829157175398633,1.017045454,0.223194748,0.391684901,0.38512035,0.096590909,0.130681818,74.0,4.206315924596394,934.0,1556.0,2490.0,0.41774892,0.34632035,0.23593074,0.20995671,0.48051948,0.30952381
304,Jared Jones,PIT,0.2838709677419355,0.927007299,0.195121951,0.387195121,0.417682926,0.116788321,0.131386861,47.0,3.4767124014389332,636.0,1276.0,1912.0,0.3902439,0.37195122,0.23780488,0.14939024,0.5152439,0.33536585
305,Slade Cecconi,2 Tms,0.28550074738415543,0.935153583,0.187679083,0.392550143,0.419770773,0.081911262,0.129692832,111.0,4.337192606364576,1311.0,2371.0,3682.0,0.42008487,0.33946252,0.24045262,0.12446959,0.52475248,0.35077793
306,Quinn Priester,3 Tms,0.3042071197411003,1.983240223,0.166926677,0.553822152,0.27925117,0.07821229,0.162011173,108.0,4.688103181409877,1265.0,2115.0,3380.0,0.44667697,0.35239567,0.20092736,0.16228748,0.52241113,0.31530139
307,Garrett Whitlock,BOS,0.3193548387096774,1.208333333,0.184615384,0.446153846,0.369230769,0.116666666,0.133333333,58.0,4.788990993289457,594.0,1204.0,1798.0,0.40490798,0.32515337,0.26993865,0.15030675,0.50920245,0.3404908
308,Félix Peña,LAA,0.27794561933534745,1.194915254,0.244897959,0.411078717,0.344023323,0.084745762,0.127118644,48.0,3.6404492821661583,691.0,1158.0,1849.0,0.4132948,0.3265896,0.26011561,0.15606936,0.43930636,0.40462428
309,Jaime García,5 Tms,0.30577223088923555,1.695,0.185800604,0.512084592,0.302114803,0.07,0.15,107.0,4.403963255175425,1357.0,2167.0,3524.0,0.47690015,0.31445604,0.20864382,0.18479881,0.47839046,0.33681073
310,Ryan Borucki,2 Tms,0.3026706231454006,1.35042735,0.193548387,0.463343108,0.343108504,0.085470085,0.076923076,50.0,4.166666666666667,674.0,1105.0,1779.0,0.38150289,0.37861272,0.23988439,0.15028902,0.51734104,0.33236994
311,Chase Burns,CIN,0.31297709923664124,0.981818181,0.198529411,0.397058823,0.404411764,0.218181818,0.127272727,11.0,1.7470589019353038,338.0,610.0,948.0,0.42028986,0.29710145,0.2826087,0.21014493,0.51449275,0.27536232
312,Stephen Kolek,2 Tms,0.26409495548961426,1.762376237,0.193641618,0.514450867,0.291907514,0.04950495,0.08910891,66.0,5.2721894681172,605.0,1084.0,1689.0,0.39306358,0.36705202,0.23988439,0.13872832,0.50867052,0.35260116
313,Kolby Allard,4 Tms,0.2984375,0.981203007,0.213432835,0.389552238,0.397014925,0.105263157,0.139097744,95.0,4.123794408224214,1218.0,2280.0,3498.0,0.39497041,0.35650888,0.24852071,0.14201183,0.49556213,0.36242604
314,Chris Stratton,3 Tms,0.3074581430745814,1.333333333,0.263703703,0.42074074,0.315555555,0.046948356,0.122065727,110.0,4.534350834745321,1384.0,2372.0,3756.0,0.36310395,0.36310395,0.27379209,0.14055637,0.47877013,0.3806735
315,DJ Herz,WSN,0.28761061946902655,0.81553398,0.19047619,0.363636363,0.445887445,0.106796116,0.106796116,42.0,4.2631580170124606,567.0,1020.0,1587.0,0.43644068,0.30932203,0.25423729,0.13983051,0.53389831,0.32627119
316,Daniel Mengden,2 Tms,0.253781512605042,0.95510204,0.224919093,0.378640776,0.396440129,0.097959183,0.122448979,119.0,5.501712670171231,1118.0,1997.0,3115.0,0.4416,0.3376,0.2208,0.1616,0.4704,0.368
317,Justus Sheffield,SEA,0.34375,1.634615384,0.217142857,0.485714285,0.297142857,0.076923076,0.134615384,91.0,4.90419172879046,1105.0,1802.0,2907.0,0.44548872,0.31578947,0.2387218,0.13345865,0.5112782,0.35526316
318,Doug Fister,2 Tms,0.29555555555555557,1.896825396,0.216738197,0.512875536,0.270386266,0.103174603,0.158730158,71.0,4.260000216674816,952.0,1574.0,2526.0,0.46170213,0.32340426,0.21489362,0.18085106,0.45106383,0.36808511
319,Albert Suárez,BAL,0.2978142076502732,0.754601226,0.237333333,0.328,0.434666666,0.104294478,0.098159509,54.0,3.888000237304702,788.0,1304.0,2092.0,0.41623037,0.34031414,0.2434555,0.14136126,0.54450262,0.31413613
320,David Festa,MIN,0.28214285714285714,0.782945736,0.217687074,0.343537414,0.43877551,0.124031007,0.124031007,43.0,3.561349776597983,643.0,1169.0,1812.0,0.43918919,0.35472973,0.20608108,0.16891892,0.50337838,0.3277027
321,Grant Holmes,ATL,0.2814645308924485,1.192982456,0.179431072,0.446389496,0.374179431,0.081871345,0.140350877,93.0,4.942913701326013,1016.0,1786.0,2802.0,0.4143167,0.34490239,0.24078091,0.14750542,0.51843818,0.3340564
322,Jeremy Hellickson,3 Tms,0.25617977528089886,0.970108695,0.213665943,0.387201735,0.399132321,0.138586956,0.14673913,162.0,4.987457132122924,1689.0,2953.0,4642.0,0.44067797,0.31038136,0.24894068,0.21292373,0.48516949,0.30190678
323,Matt Moore,4 Tms,0.329004329004329,0.914141414,0.202944269,0.380651945,0.416403785,0.106060606,0.121212121,134.0,4.106697237592185,1784.0,3213.0,4997.0,0.36316872,0.38888889,0.24794239,0.15329218,0.47119342,0.3755144
324,Ben Brown,CHC,0.31715210355987056,0.992481203,0.179566563,0.40866873,0.411764705,0.112781954,0.135338345,79.0,6.200581532868264,645.0,1217.0,1862.0,0.41590214,0.35168196,0.2324159,0.12538226,0.51987768,0.35474006
325,R.A. Dickey,ATL,0.2899305555555556,1.40609137,0.196610169,0.469491525,0.333898305,0.121827411,0.131979695,95.0,4.5,994.0,1930.0,2924.0,0.38372093,0.34385382,0.27242525,0.24252492,0.48504983,0.27242525
326,Jacob Misiorowski,MIL,0.2768361581920904,0.809523809,0.195767195,0.359788359,0.444444444,0.107142857,0.142857142,62.0,6.53906274359907,509.0,964.0,1473.0,0.33862434,0.37566138,0.28571429,0.15873016,0.56613757,0.27513228
327,Dan Straily,2 Tms,0.27899686520376177,0.728285077,0.220883534,0.328313253,0.450803212,0.138084632,0.140311804,198.0,5.282608894778199,2140.0,3766.0,5906.0,0.4127451,0.35294118,0.23431373,0.16960784,0.44705882,0.38333333
328,Brandon Williamson,CIN,0.2637889688249401,0.798969072,0.203196347,0.353881278,0.442922374,0.108247422,0.128865979,84.0,5.131222095881223,942.0,1567.0,2509.0,0.37782805,0.34162896,0.28054299,0.14027149,0.52262443,0.33710407
329,Trent Thornton,2 Tms,0.32805429864253394,0.780748663,0.283870967,0.313978494,0.402150537,0.106951871,0.139037433,91.0,5.376367289514664,1082.0,1706.0,2788.0,0.3974359,0.33547009,0.26709402,0.1965812,0.43376068,0.36965812
