split,date_range,start_date,end_date,#,Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,updated_at
home,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,1,2026.0,DET,326.0,10.4%,18.1%,0.6,0.28,0.358,0.482,0.84,0.202,0.307,52.0,13.7,0.371,137.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,2,2026.0,SEA,531.0,12.2%,23.0%,0.5,0.24,0.345,0.41,0.754,0.17,0.289,72.0,9.7,0.342,130.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,3,2026.0,NYY,499.0,16.4%,23.2%,0.7,0.217,0.347,0.441,0.789,0.224,0.237,72.0,14.1,0.354,128.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,4,2026.0,ATL,445.0,8.3%,19.3%,0.4,0.293,0.355,0.452,0.807,0.159,0.343,67.0,14.8,0.361,127.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,5,2026.0,LAD,427.0,10.3%,23.4%,0.4,0.257,0.34,0.451,0.791,0.194,0.301,61.0,11.1,0.352,122.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,6,2026.0,HOU,501.0,11.6%,22.0%,0.5,0.24,0.337,0.433,0.769,0.193,0.28,69.0,10.1,0.342,120.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,7,2026.0,BAL,457.0,10.7%,22.8%,0.5,0.253,0.337,0.419,0.756,0.165,0.306,61.0,7.4,0.339,118.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,8,2026.0,PIT,521.0,11.3%,20.2%,0.6,0.275,0.365,0.417,0.783,0.143,0.33,74.0,13.5,0.351,117.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,9,2026.0,ATH,397.0,14.1%,20.2%,0.7,0.248,0.36,0.402,0.762,0.154,0.295,54.0,8.0,0.344,113.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,10,2026.0,CLE,357.0,11.8%,20.4%,0.6,0.236,0.33,0.405,0.734,0.168,0.27,45.0,3.8,0.331,113.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,11,2026.0,MIA,491.0,9.2%,18.7%,0.5,0.265,0.344,0.414,0.758,0.149,0.314,66.0,8.7,0.341,112.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,12,2026.0,SDP,485.0,10.1%,18.1%,0.6,0.245,0.326,0.401,0.727,0.156,0.277,59.0,2.5,0.325,111.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,13,2026.0,TOR,463.0,9.5%,17.7%,0.5,0.255,0.333,0.399,0.732,0.144,0.292,58.0,4.2,0.329,110.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,14,2026.0,MIL,460.0,12.6%,20.0%,0.6,0.244,0.342,0.399,0.742,0.155,0.28,59.0,4.9,0.332,110.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,15,2026.0,WSN,356.0,9.3%,19.1%,0.5,0.243,0.322,0.42,0.742,0.177,0.271,45.0,3.6,0.331,108.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,16,2026.0,CHC,469.0,13.0%,19.8%,0.7,0.241,0.34,0.376,0.716,0.135,0.278,57.0,2.6,0.325,108.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,17,2026.0,MIN,504.0,11.9%,20.6%,0.6,0.238,0.337,0.37,0.707,0.132,0.281,61.0,2.5,0.324,104.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,18,2026.0,KCR,366.0,10.4%,21.0%,0.5,0.248,0.338,0.378,0.716,0.13,0.299,45.0,2.0,0.325,100.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,19,2026.0,STL,452.0,9.3%,20.1%,0.5,0.236,0.308,0.383,0.691,0.147,0.265,48.0,-4.4,0.306,95.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,20,2026.0,ARI,342.0,7.3%,16.4%,0.4,0.237,0.295,0.397,0.692,0.16,0.262,38.0,-2.1,0.31,92.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,21,2026.0,PHI,558.0,7.9%,22.4%,0.4,0.223,0.303,0.378,0.68,0.155,0.261,61.0,-4.0,0.309,90.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,22,2026.0,TBR,217.0,6.0%,18.0%,0.3,0.253,0.305,0.366,0.671,0.113,0.292,23.0,-2.8,0.3,88.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,23,2026.0,CHW,338.0,11.8%,21.6%,0.5,0.216,0.318,0.326,0.645,0.11,0.268,34.0,-5.4,0.298,87.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,24,2026.0,COL,320.0,8.8%,24.4%,0.4,0.261,0.33,0.419,0.749,0.158,0.325,42.0,4.4,0.336,85.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,25,2026.0,NYM,342.0,8.5%,23.1%,0.4,0.22,0.287,0.318,0.605,0.098,0.267,29.0,-11.2,0.276,78.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,26,2026.0,CIN,441.0,14.5%,25.9%,0.6,0.183,0.309,0.332,0.641,0.148,0.218,45.0,-6.6,0.299,78.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,27,2026.0,LAA,331.0,8.2%,27.8%,0.3,0.204,0.298,0.32,0.618,0.116,0.271,30.0,-8.6,0.284,76.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,28,2026.0,SFG,348.0,6.0%,21.8%,0.3,0.231,0.277,0.318,0.594,0.087,0.291,27.0,-13.3,0.269,72.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,29,2026.0,BOS,322.0,9.3%,24.2%,0.4,0.218,0.296,0.33,0.626,0.112,0.282,30.0,-8.0,0.287,71.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,30,2026.0,TEX,198.0,7.6%,23.2%,0.3,0.203,0.263,0.308,0.57,0.104,0.259,14.0,-9.5,0.258,63.0,2026-04-20
home,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,1,2026.0,SEA,272.0,14.3%,18.4%,0.8,0.276,0.39,0.458,0.847,0.182,0.314,45.0,13.4,0.381,157.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,2,2026.0,LAD,222.0,12.2%,25.2%,0.5,0.277,0.371,0.518,0.889,0.241,0.331,38.0,12.1,0.389,146.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,3,2026.0,ATL,230.0,6.5%,18.7%,0.3,0.322,0.374,0.502,0.876,0.18,0.377,40.0,12.7,0.389,145.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,4,2026.0,SDP,271.0,10.3%,13.7%,0.8,0.286,0.366,0.489,0.855,0.203,0.296,43.0,11.2,0.373,142.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,5,2026.0,SFG,108.0,2.8%,19.4%,0.1,0.324,0.336,0.48,0.817,0.157,0.39,16.0,3.3,0.356,130.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,6,2026.0,BAL,233.0,11.6%,19.7%,0.6,0.251,0.342,0.453,0.795,0.202,0.284,34.0,6.6,0.356,129.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,7,2026.0,NYY,372.0,14.0%,23.1%,0.6,0.222,0.329,0.459,0.788,0.237,0.235,53.0,9.4,0.35,125.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,8,2026.0,DET,211.0,9.0%,18.0%,0.5,0.273,0.34,0.455,0.794,0.182,0.306,31.0,5.9,0.353,125.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,9,2026.0,MIN,395.0,12.2%,18.5%,0.7,0.266,0.365,0.411,0.776,0.145,0.307,57.0,10.7,0.353,123.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,10,2026.0,PIT,406.0,10.3%,20.9%,0.5,0.278,0.36,0.421,0.782,0.143,0.338,58.0,10.1,0.35,117.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,11,2026.0,CLE,253.0,11.1%,23.3%,0.5,0.242,0.328,0.417,0.745,0.175,0.288,33.0,3.3,0.334,115.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,12,2026.0,CHC,241.0,12.9%,18.3%,0.7,0.249,0.349,0.39,0.739,0.141,0.28,31.0,2.8,0.333,113.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,13,2026.0,COL,221.0,10.4%,19.0%,0.5,0.295,0.374,0.474,0.848,0.179,0.345,36.0,10.1,0.377,112.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,14,2026.0,ARI,106.0,4.7%,13.2%,0.4,0.283,0.317,0.424,0.742,0.141,0.305,13.0,1.1,0.331,106.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,15,2026.0,WSN,238.0,8.8%,18.5%,0.5,0.241,0.318,0.415,0.733,0.175,0.264,29.0,1.5,0.325,105.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,16,2026.0,TOR,226.0,8.8%,16.4%,0.5,0.248,0.32,0.391,0.711,0.144,0.284,27.0,0.5,0.321,104.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,17,2026.0,STL,227.0,11.0%,18.5%,0.6,0.241,0.329,0.387,0.716,0.147,0.264,27.0,0.2,0.32,104.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,18,2026.0,HOU,227.0,11.5%,22.9%,0.5,0.205,0.301,0.395,0.696,0.19,0.232,25.0,-1.1,0.311,99.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,19,2026.0,MIA,267.0,9.7%,18.7%,0.5,0.245,0.326,0.359,0.684,0.114,0.297,30.0,-1.1,0.313,94.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,20,2026.0,ATH,272.0,13.6%,20.2%,0.7,0.212,0.331,0.354,0.685,0.142,0.251,30.0,-1.4,0.311,91.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,21,2026.0,LAA,222.0,10.4%,28.8%,0.4,0.206,0.321,0.339,0.66,0.132,0.277,24.0,-2.1,0.307,91.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,22,2026.0,PHI,329.0,7.0%,24.0%,0.3,0.225,0.295,0.389,0.684,0.164,0.268,36.0,-2.5,0.308,90.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,23,2026.0,TBR,217.0,6.0%,18.0%,0.3,0.253,0.305,0.366,0.671,0.113,0.292,23.0,-2.8,0.3,88.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,24,2026.0,CIN,216.0,15.7%,24.5%,0.6,0.18,0.321,0.348,0.669,0.169,0.198,24.0,-1.0,0.313,87.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,25,2026.0,MIL,224.0,12.1%,20.1%,0.6,0.203,0.3,0.344,0.644,0.141,0.221,21.0,-5.3,0.289,81.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,26,2026.0,CHW,225.0,12.4%,21.8%,0.6,0.193,0.308,0.297,0.605,0.104,0.237,21.0,-5.5,0.286,79.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,27,2026.0,TEX,90.0,5.6%,16.7%,0.3,0.226,0.267,0.31,0.576,0.083,0.261,6.0,-4.4,0.256,62.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,28,2026.0,BOS,215.0,11.2%,24.2%,0.5,0.194,0.293,0.28,0.573,0.086,0.254,17.0,-8.1,0.27,60.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,29,2026.0,KCR,137.0,8.8%,21.2%,0.4,0.185,0.279,0.286,0.565,0.101,0.225,10.0,-5.7,0.266,59.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,30,2026.0,NYM,216.0,6.0%,20.8%,0.3,0.206,0.25,0.281,0.531,0.075,0.24,12.0,-12.9,0.242,56.0,2026-04-20
home,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,1,2026.0,NYY,267.0,14.2%,21.0%,0.7,0.248,0.352,0.544,0.896,0.296,0.245,46.0,15.1,0.39,152.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,2,2026.0,SEA,149.0,8.7%,16.8%,0.5,0.284,0.349,0.47,0.819,0.187,0.308,23.0,5.4,0.364,146.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,3,2026.0,CHC,111.0,9.0%,15.3%,0.6,0.268,0.342,0.474,0.817,0.206,0.273,17.0,3.7,0.36,131.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,4,2026.0,PIT,297.0,10.4%,21.2%,0.5,0.286,0.372,0.459,0.831,0.174,0.342,46.0,11.7,0.368,129.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,5,2026.0,DET,104.0,10.6%,18.3%,0.6,0.275,0.346,0.451,0.797,0.176,0.319,15.0,2.8,0.352,125.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,6,2026.0,STL,117.0,12.0%,17.9%,0.7,0.265,0.353,0.439,0.792,0.173,0.289,17.0,2.9,0.35,125.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,7,2026.0,LAD,107.0,10.3%,27.1%,0.4,0.247,0.34,0.473,0.813,0.226,0.305,15.0,2.9,0.359,124.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,8,2026.0,SDP,110.0,5.5%,15.5%,0.4,0.304,0.345,0.422,0.767,0.118,0.353,15.0,2.1,0.343,123.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,9,2026.0,ATL,111.0,6.3%,21.6%,0.3,0.287,0.342,0.446,0.788,0.158,0.347,16.0,2.9,0.351,121.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,10,2026.0,BAL,118.0,11.9%,18.6%,0.6,0.228,0.328,0.436,0.763,0.208,0.243,16.0,2.1,0.343,120.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,11,2026.0,MIN,239.0,11.3%,16.7%,0.7,0.244,0.343,0.42,0.763,0.176,0.259,33.0,5.0,0.345,118.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,12,2026.0,ARI,106.0,4.7%,13.2%,0.4,0.283,0.317,0.424,0.742,0.141,0.305,13.0,1.1,0.331,106.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,13,2026.0,CHW,115.0,13.9%,16.5%,0.8,0.206,0.325,0.371,0.696,0.165,0.216,14.0,0.3,0.32,103.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,14,2026.0,HOU,227.0,11.5%,22.9%,0.5,0.205,0.301,0.395,0.696,0.19,0.232,25.0,-1.1,0.311,99.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,15,2026.0,CLE,142.0,12.0%,26.1%,0.5,0.21,0.303,0.379,0.682,0.169,0.244,16.0,-1.0,0.307,98.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,16,2026.0,LAA,114.0,12.3%,26.3%,0.5,0.221,0.345,0.337,0.682,0.116,0.302,13.0,-0.1,0.317,98.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,17,2026.0,MIL,114.0,12.3%,22.8%,0.5,0.25,0.342,0.344,0.686,0.094,0.319,12.0,-0.9,0.31,95.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,18,2026.0,CIN,99.0,14.1%,31.3%,0.5,0.171,0.306,0.39,0.696,0.22,0.178,12.0,0.0,0.319,92.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,19,2026.0,ATH,272.0,13.6%,20.2%,0.7,0.212,0.331,0.354,0.685,0.142,0.251,30.0,-1.4,0.311,91.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,20,2026.0,WSN,121.0,7.4%,20.7%,0.4,0.229,0.3,0.394,0.694,0.165,0.263,13.0,-1.5,0.303,89.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,21,2026.0,MIA,115.0,9.6%,22.6%,0.4,0.235,0.313,0.343,0.656,0.108,0.303,12.0,-1.6,0.3,85.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,22,2026.0,PHI,221.0,6.8%,21.3%,0.3,0.224,0.29,0.368,0.658,0.144,0.257,22.0,-3.5,0.298,83.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,23,2026.0,COL,104.0,7.7%,21.2%,0.4,0.255,0.317,0.426,0.743,0.17,0.31,13.0,1.0,0.331,83.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,24,2026.0,BOS,103.0,7.8%,30.1%,0.3,0.16,0.233,0.255,0.488,0.096,0.226,5.0,-7.3,0.228,33.0,2026-04-20
home,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,1 - 24 of 24 results,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
home,last_7,2026-4-13,2026-4-20,1 - 24 of 24 results,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,1,2026.0,LAD,389.0,9.3%,20.8%,0.4,0.324,0.388,0.543,0.93,0.218,0.371,72.0,26.4,0.405,156.0,2026-04-20
away,season,2026-3-18,2026-4-20,2,2026.0,LAA,566.0,14.5%,23.1%,0.6,0.236,0.356,0.443,0.799,0.207,0.267,85.0,18.5,0.359,130.0,2026-04-20
away,season,2026-3-18,2026-4-20,3,2026.0,HOU,403.0,11.4%,17.9%,0.6,0.274,0.362,0.426,0.788,0.151,0.317,58.0,11.1,0.353,125.0,2026-04-20
away,season,2026-3-18,2026-4-20,4,2026.0,CHC,357.0,9.5%,23.5%,0.4,0.263,0.343,0.425,0.768,0.162,0.324,50.0,7.8,0.346,117.0,2026-04-20
away,season,2026-3-18,2026-4-20,5,2026.0,ATL,403.0,9.2%,20.3%,0.5,0.256,0.33,0.448,0.778,0.192,0.288,56.0,8.9,0.346,117.0,2026-04-20
away,season,2026-3-18,2026-4-20,6,2026.0,TEX,640.0,10.2%,25.5%,0.4,0.251,0.332,0.421,0.753,0.169,0.312,84.0,9.2,0.336,114.0,2026-04-20
away,season,2026-3-18,2026-4-20,7,2026.0,STL,371.0,12.7%,22.4%,0.6,0.228,0.353,0.375,0.728,0.147,0.276,48.0,4.8,0.336,110.0,2026-04-20
away,season,2026-3-18,2026-4-20,8,2026.0,TBR,618.0,9.2%,18.8%,0.5,0.261,0.34,0.39,0.73,0.129,0.308,78.0,5.9,0.331,110.0,2026-04-20
away,season,2026-3-18,2026-4-20,9,2026.0,WSN,518.0,7.9%,21.0%,0.4,0.268,0.34,0.401,0.741,0.133,0.327,67.0,6.6,0.334,109.0,2026-04-20
away,season,2026-3-18,2026-4-20,10,2026.0,MIN,341.0,11.1%,26.1%,0.4,0.218,0.324,0.398,0.721,0.18,0.262,42.0,2.2,0.326,107.0,2026-04-20
away,season,2026-3-18,2026-4-20,11,2026.0,SFG,461.0,4.8%,20.4%,0.2,0.267,0.306,0.4,0.706,0.133,0.317,52.0,-1.4,0.314,96.0,2026-04-20
away,season,2026-3-18,2026-4-20,12,2026.0,BOS,465.0,8.4%,24.3%,0.3,0.235,0.32,0.35,0.669,0.114,0.303,51.0,-3.7,0.308,94.0,2026-04-20
away,season,2026-3-18,2026-4-20,13,2026.0,PIT,362.0,9.7%,26.8%,0.4,0.223,0.307,0.379,0.687,0.157,0.271,40.0,-1.9,0.311,94.0,2026-04-20
away,season,2026-3-18,2026-4-20,14,2026.0,ARI,453.0,5.7%,26.0%,0.2,0.249,0.295,0.401,0.696,0.152,0.322,50.0,-3.3,0.309,92.0,2026-04-20
away,season,2026-3-18,2026-4-20,15,2026.0,MIL,359.0,14.2%,24.0%,0.6,0.216,0.335,0.322,0.657,0.106,0.292,39.0,-2.9,0.308,92.0,2026-04-20
away,season,2026-3-18,2026-4-20,16,2026.0,CLE,486.0,9.1%,22.0%,0.4,0.219,0.299,0.366,0.665,0.147,0.26,51.0,-5.8,0.303,91.0,2026-04-20
away,season,2026-3-18,2026-4-20,17,2026.0,CHW,489.0,9.2%,27.6%,0.3,0.206,0.294,0.376,0.67,0.171,0.252,51.0,-6.2,0.302,90.0,2026-04-20
away,season,2026-3-18,2026-4-20,18,2026.0,MIA,337.0,8.0%,25.2%,0.3,0.242,0.309,0.358,0.666,0.116,0.312,35.0,-4.5,0.301,87.0,2026-04-20
away,season,2026-3-18,2026-4-20,19,2026.0,COL,498.0,7.4%,27.7%,0.3,0.228,0.297,0.366,0.663,0.137,0.3,51.0,-6.8,0.3,87.0,2026-04-20
away,season,2026-3-18,2026-4-20,20,2026.0,NYY,331.0,8.2%,26.3%,0.3,0.22,0.287,0.367,0.654,0.147,0.28,32.0,-6.5,0.292,85.0,2026-04-20
away,season,2026-3-18,2026-4-20,21,2026.0,PHI,230.0,10.0%,23.5%,0.4,0.22,0.3,0.341,0.641,0.122,0.277,22.0,-4.4,0.294,83.0,2026-04-20
away,season,2026-3-18,2026-4-20,22,2026.0,TOR,335.0,5.7%,19.1%,0.3,0.248,0.289,0.361,0.65,0.113,0.292,32.0,-7.3,0.291,82.0,2026-04-20
away,season,2026-3-18,2026-4-20,23,2026.0,NYM,485.0,7.2%,20.4%,0.4,0.23,0.289,0.349,0.638,0.119,0.277,46.0,-10.8,0.289,80.0,2026-04-20
away,season,2026-3-18,2026-4-20,24,2026.0,DET,495.0,9.3%,24.4%,0.4,0.22,0.301,0.315,0.616,0.095,0.292,45.0,-12.7,0.285,79.0,2026-04-20
away,season,2026-3-18,2026-4-20,25,2026.0,BAL,371.0,10.5%,28.6%,0.4,0.201,0.295,0.316,0.61,0.115,0.272,33.0,-10.0,0.283,78.0,2026-04-20
away,season,2026-3-18,2026-4-20,26,2026.0,SDP,332.0,8.7%,25.0%,0.3,0.214,0.286,0.324,0.611,0.11,0.28,29.0,-10.0,0.28,73.0,2026-04-20
away,season,2026-3-18,2026-4-20,27,2026.0,CIN,382.0,7.6%,23.8%,0.3,0.222,0.283,0.32,0.603,0.098,0.281,31.0,-13.3,0.274,69.0,2026-04-20
away,season,2026-3-18,2026-4-20,28,2026.0,ATH,438.0,6.6%,29.5%,0.2,0.212,0.264,0.33,0.594,0.118,0.284,34.0,-17.0,0.269,68.0,2026-04-20
away,season,2026-3-18,2026-4-20,29,2026.0,KCR,427.0,8.0%,26.0%,0.3,0.193,0.261,0.307,0.567,0.113,0.244,30.0,-19.8,0.259,61.0,2026-04-20
away,season,2026-3-18,2026-4-20,30,2026.0,SEA,337.0,10.4%,27.3%,0.4,0.177,0.282,0.249,0.531,0.072,0.242,22.0,-16.9,0.254,58.0,2026-04-20
away,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
