split,date_range,start_date,end_date,#,Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,updated_at
no_split,season,2026-3-18,2026-4-20,1,2026.0,LAD,816.0,9.8%,22.2%,0.4,0.289,0.363,0.494,0.857,0.205,0.335,133.0,37.6,0.377,138.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,2,2026.0,ATL,848.0,8.7%,19.8%,0.4,0.276,0.343,0.45,0.793,0.175,0.318,123.0,23.7,0.354,122.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,3,2026.0,HOU,904.0,11.5%,20.1%,0.6,0.255,0.348,0.429,0.778,0.174,0.298,127.0,21.1,0.347,122.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,4,2026.0,CHC,826.0,11.5%,21.4%,0.5,0.251,0.341,0.398,0.739,0.147,0.298,107.0,10.3,0.334,111.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,5,2026.0,NYY,830.0,13.1%,24.5%,0.5,0.218,0.323,0.41,0.733,0.192,0.256,104.0,7.5,0.329,110.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,6,2026.0,LAA,897.0,12.2%,24.9%,0.5,0.224,0.334,0.397,0.732,0.173,0.269,115.0,9.9,0.332,110.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,7,2026.0,WSN,874.0,8.5%,20.3%,0.4,0.258,0.333,0.409,0.741,0.151,0.304,112.0,10.2,0.333,109.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,8,2026.0,PIT,883.0,10.6%,22.9%,0.5,0.253,0.342,0.402,0.743,0.149,0.308,115.0,11.5,0.335,108.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,9,2026.0,MIN,845.0,11.6%,22.8%,0.5,0.23,0.332,0.381,0.713,0.151,0.274,103.0,4.6,0.325,105.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,10,2026.0,TBR,835.0,8.4%,18.6%,0.5,0.259,0.331,0.383,0.714,0.125,0.304,100.0,2.9,0.323,103.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,11,2026.0,TEX,838.0,9.5%,24.9%,0.4,0.24,0.316,0.393,0.709,0.153,0.298,98.0,-0.2,0.318,102.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,12,2026.0,DET,821.0,9.7%,21.9%,0.4,0.243,0.324,0.38,0.704,0.137,0.298,97.0,1.0,0.319,102.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,13,2026.0,STL,823.0,10.8%,21.1%,0.5,0.233,0.328,0.379,0.708,0.147,0.27,97.0,0.8,0.32,102.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,14,2026.0,MIA,828.0,8.7%,21.4%,0.4,0.255,0.329,0.391,0.72,0.135,0.313,101.0,4.2,0.325,102.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,15,2026.0,MIL,819.0,13.3%,21.7%,0.6,0.232,0.339,0.366,0.705,0.134,0.285,97.0,1.7,0.321,102.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,16,2026.0,SEA,868.0,11.5%,24.7%,0.5,0.216,0.32,0.347,0.667,0.131,0.271,94.0,-7.2,0.308,101.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,17,2026.0,CLE,843.0,10.2%,21.4%,0.5,0.226,0.312,0.382,0.694,0.156,0.264,96.0,-2.2,0.315,100.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,18,2026.0,BAL,828.0,10.6%,25.4%,0.4,0.23,0.318,0.373,0.691,0.143,0.292,94.0,-2.8,0.314,100.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,19,2026.0,TOR,798.0,7.9%,18.3%,0.4,0.252,0.315,0.383,0.698,0.13,0.292,90.0,-3.0,0.313,99.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,20,2026.0,SDP,817.0,9.5%,20.9%,0.5,0.232,0.31,0.369,0.679,0.137,0.279,88.0,-7.6,0.307,95.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,21,2026.0,ARI,795.0,6.4%,21.9%,0.3,0.244,0.295,0.399,0.694,0.156,0.294,87.0,-5.5,0.309,92.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,22,2026.0,CHW,827.0,10.3%,25.2%,0.4,0.21,0.304,0.356,0.66,0.146,0.259,85.0,-11.6,0.3,89.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,23,2026.0,ATH,835.0,10.2%,25.0%,0.4,0.228,0.31,0.362,0.672,0.134,0.289,88.0,-9.2,0.304,89.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,24,2026.0,PHI,788.0,8.5%,22.7%,0.4,0.222,0.302,0.367,0.669,0.145,0.265,84.0,-8.3,0.305,88.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,25,2026.0,SFG,809.0,5.3%,21.0%,0.3,0.251,0.293,0.365,0.658,0.114,0.306,80.0,-14.8,0.295,86.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,26,2026.0,BOS,787.0,8.8%,24.3%,0.4,0.228,0.31,0.341,0.651,0.113,0.294,80.0,-11.7,0.299,84.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,27,2026.0,COL,818.0,7.9%,26.4%,0.3,0.241,0.31,0.386,0.696,0.146,0.31,93.0,-2.4,0.314,83.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,28,2026.0,NYM,827.0,7.7%,21.5%,0.4,0.226,0.288,0.336,0.624,0.111,0.273,75.0,-22.0,0.284,80.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,29,2026.0,KCR,793.0,9.1%,23.7%,0.4,0.218,0.296,0.339,0.635,0.121,0.27,75.0,-17.9,0.289,79.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,30,2026.0,CIN,823.0,11.3%,24.9%,0.5,0.202,0.297,0.326,0.623,0.124,0.25,76.0,-19.8,0.288,74.0,2026-04-20
no_split,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,1,2026.0,LAD,816.0,9.8%,22.2%,0.4,0.289,0.363,0.494,0.857,0.205,0.335,133.0,37.6,0.377,138.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,2,2026.0,ATL,848.0,8.7%,19.8%,0.4,0.276,0.343,0.45,0.793,0.175,0.318,123.0,23.7,0.354,122.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,3,2026.0,HOU,904.0,11.5%,20.1%,0.6,0.255,0.348,0.429,0.778,0.174,0.298,127.0,21.1,0.347,122.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,4,2026.0,CHC,826.0,11.5%,21.4%,0.5,0.251,0.341,0.398,0.739,0.147,0.298,107.0,10.3,0.334,111.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,5,2026.0,NYY,830.0,13.1%,24.5%,0.5,0.218,0.323,0.41,0.733,0.192,0.256,104.0,7.5,0.329,110.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,6,2026.0,LAA,897.0,12.2%,24.9%,0.5,0.224,0.334,0.397,0.732,0.173,0.269,115.0,9.9,0.332,110.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,7,2026.0,WSN,874.0,8.5%,20.3%,0.4,0.258,0.333,0.409,0.741,0.151,0.304,112.0,10.2,0.333,109.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,8,2026.0,PIT,883.0,10.6%,22.9%,0.5,0.253,0.342,0.402,0.743,0.149,0.308,115.0,11.5,0.335,108.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,9,2026.0,MIN,845.0,11.6%,22.8%,0.5,0.23,0.332,0.381,0.713,0.151,0.274,103.0,4.6,0.325,105.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,10,2026.0,TBR,835.0,8.4%,18.6%,0.5,0.259,0.331,0.383,0.714,0.125,0.304,100.0,2.9,0.323,103.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,11,2026.0,TEX,838.0,9.5%,24.9%,0.4,0.24,0.316,0.393,0.709,0.153,0.298,98.0,-0.2,0.318,102.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,12,2026.0,DET,821.0,9.7%,21.9%,0.4,0.243,0.324,0.38,0.704,0.137,0.298,97.0,1.0,0.319,102.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,13,2026.0,STL,823.0,10.8%,21.1%,0.5,0.233,0.328,0.379,0.708,0.147,0.27,97.0,0.8,0.32,102.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,14,2026.0,MIA,828.0,8.7%,21.4%,0.4,0.255,0.329,0.391,0.72,0.135,0.313,101.0,4.2,0.325,102.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,15,2026.0,MIL,819.0,13.3%,21.7%,0.6,0.232,0.339,0.366,0.705,0.134,0.285,97.0,1.7,0.321,102.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,16,2026.0,SEA,868.0,11.5%,24.7%,0.5,0.216,0.32,0.347,0.667,0.131,0.271,94.0,-7.2,0.308,101.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,17,2026.0,CLE,843.0,10.2%,21.4%,0.5,0.226,0.312,0.382,0.694,0.156,0.264,96.0,-2.2,0.315,100.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,18,2026.0,BAL,828.0,10.6%,25.4%,0.4,0.23,0.318,0.373,0.691,0.143,0.292,94.0,-2.8,0.314,100.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,19,2026.0,TOR,798.0,7.9%,18.3%,0.4,0.252,0.315,0.383,0.698,0.13,0.292,90.0,-3.0,0.313,99.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,20,2026.0,SDP,817.0,9.5%,20.9%,0.5,0.232,0.31,0.369,0.679,0.137,0.279,88.0,-7.6,0.307,95.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,21,2026.0,ARI,795.0,6.4%,21.9%,0.3,0.244,0.295,0.399,0.694,0.156,0.294,87.0,-5.5,0.309,92.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,22,2026.0,CHW,827.0,10.3%,25.2%,0.4,0.21,0.304,0.356,0.66,0.146,0.259,85.0,-11.6,0.3,89.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,23,2026.0,ATH,835.0,10.2%,25.0%,0.4,0.228,0.31,0.362,0.672,0.134,0.289,88.0,-9.2,0.304,89.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,24,2026.0,PHI,788.0,8.5%,22.7%,0.4,0.222,0.302,0.367,0.669,0.145,0.265,84.0,-8.3,0.305,88.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,25,2026.0,SFG,809.0,5.3%,21.0%,0.3,0.251,0.293,0.365,0.658,0.114,0.306,80.0,-14.8,0.295,86.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,26,2026.0,BOS,787.0,8.8%,24.3%,0.4,0.228,0.31,0.341,0.651,0.113,0.294,80.0,-11.7,0.299,84.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,27,2026.0,COL,818.0,7.9%,26.4%,0.3,0.241,0.31,0.386,0.696,0.146,0.31,93.0,-2.4,0.314,83.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,28,2026.0,NYM,827.0,7.7%,21.5%,0.4,0.226,0.288,0.336,0.624,0.111,0.273,75.0,-22.0,0.284,80.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,29,2026.0,KCR,793.0,9.1%,23.7%,0.4,0.218,0.296,0.339,0.635,0.121,0.27,75.0,-17.9,0.289,79.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,30,2026.0,CIN,823.0,11.3%,24.9%,0.5,0.202,0.297,0.326,0.623,0.124,0.25,76.0,-19.8,0.288,74.0,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,1,2026.0,LAD,475.0,10.5%,23.4%,0.5,0.292,0.371,0.501,0.872,0.209,0.347,79.0,23.5,0.382,141.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,2,2026.0,ATL,469.0,7.9%,21.5%,0.4,0.291,0.354,0.475,0.829,0.184,0.346,73.0,18.5,0.368,132.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,3,2026.0,CHC,492.0,11.2%,19.5%,0.6,0.281,0.366,0.44,0.806,0.159,0.327,74.0,16.4,0.361,129.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,4,2026.0,LAA,518.0,12.9%,22.2%,0.6,0.24,0.357,0.44,0.797,0.2,0.272,77.0,16.6,0.359,128.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,5,2026.0,MIN,508.0,11.4%,20.1%,0.6,0.256,0.355,0.415,0.77,0.159,0.295,72.0,12.4,0.349,122.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,6,2026.0,STL,486.0,12.3%,20.6%,0.6,0.244,0.352,0.411,0.763,0.167,0.278,66.0,9.7,0.344,118.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,7,2026.0,NYY,487.0,12.9%,23.6%,0.5,0.215,0.317,0.435,0.752,0.22,0.236,63.0,6.4,0.334,114.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,8,2026.0,CLE,485.0,10.7%,19.8%,0.5,0.247,0.328,0.416,0.744,0.17,0.281,63.0,6.2,0.334,114.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,9,2026.0,SEA,484.0,11.8%,22.7%,0.5,0.23,0.335,0.361,0.695,0.131,0.281,57.0,0.9,0.321,110.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,10,2026.0,PIT,523.0,9.9%,23.5%,0.4,0.261,0.345,0.403,0.748,0.142,0.326,68.0,7.3,0.336,109.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,11,2026.0,SDP,493.0,9.7%,19.9%,0.5,0.249,0.329,0.4,0.729,0.151,0.291,60.0,2.8,0.326,108.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,12,2026.0,TEX,490.0,10.8%,23.9%,0.5,0.242,0.328,0.394,0.722,0.153,0.297,59.0,2.0,0.324,106.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,13,2026.0,SFG,456.0,3.7%,19.1%,0.2,0.283,0.312,0.419,0.731,0.136,0.335,56.0,2.3,0.324,106.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,14,2026.0,WSN,515.0,8.2%,18.8%,0.4,0.249,0.328,0.394,0.722,0.145,0.29,63.0,3.0,0.324,104.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,15,2026.0,ARI,458.0,5.7%,22.9%,0.2,0.268,0.313,0.423,0.736,0.156,0.332,57.0,3.1,0.327,104.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,16,2026.0,DET,483.0,8.9%,20.5%,0.4,0.245,0.32,0.383,0.703,0.138,0.294,57.0,0.3,0.318,102.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,17,2026.0,TOR,450.0,6.7%,17.6%,0.4,0.263,0.314,0.397,0.71,0.134,0.306,52.0,-0.3,0.318,101.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,18,2026.0,COL,492.0,9.6%,23.8%,0.4,0.256,0.34,0.417,0.757,0.161,0.319,67.0,9.2,0.342,101.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,19,2026.0,BAL,494.0,10.9%,24.5%,0.4,0.217,0.312,0.381,0.692,0.164,0.264,56.0,-1.4,0.315,100.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,20,2026.0,TBR,468.0,7.9%,18.4%,0.4,0.254,0.322,0.378,0.7,0.123,0.297,53.0,-1.3,0.315,98.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,21,2026.0,HOU,486.0,8.8%,20.2%,0.4,0.233,0.307,0.386,0.693,0.152,0.27,54.0,-2.8,0.31,97.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,22,2026.0,CHW,499.0,11.0%,22.2%,0.5,0.206,0.313,0.356,0.668,0.15,0.243,54.0,-4.8,0.306,93.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,23,2026.0,ATH,500.0,10.8%,22.0%,0.5,0.228,0.317,0.355,0.672,0.127,0.281,53.0,-5.5,0.305,89.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,24,2026.0,MIA,488.0,8.8%,21.7%,0.4,0.241,0.314,0.356,0.67,0.115,0.3,52.0,-5.2,0.305,89.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,25,2026.0,PHI,443.0,8.6%,23.5%,0.4,0.218,0.298,0.354,0.652,0.137,0.266,45.0,-7.0,0.298,85.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,26,2026.0,BOS,452.0,9.1%,21.7%,0.4,0.23,0.319,0.318,0.637,0.088,0.292,45.0,-7.4,0.297,83.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,27,2026.0,MIL,463.0,13.2%,20.7%,0.6,0.202,0.314,0.302,0.615,0.1,0.244,42.0,-11.9,0.287,78.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,28,2026.0,CIN,485.0,12.0%,23.5%,0.5,0.197,0.3,0.321,0.622,0.125,0.238,45.0,-11.8,0.287,74.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,29,2026.0,KCR,458.0,8.1%,25.3%,0.3,0.194,0.268,0.311,0.578,0.117,0.246,34.0,-19.2,0.265,62.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,30,2026.0,NYM,422.0,5.2%,22.3%,0.2,0.204,0.245,0.288,0.533,0.084,0.247,24.0,-25.0,0.242,52.0,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,1,2026.0,NYY,267.0,14.2%,21.0%,0.7,0.248,0.352,0.544,0.896,0.296,0.245,46.0,15.1,0.39,151.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,2,2026.0,CHC,245.0,9.4%,19.6%,0.5,0.312,0.388,0.493,0.881,0.181,0.363,43.0,14.2,0.392,150.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,3,2026.0,LAA,279.0,11.5%,22.9%,0.5,0.256,0.36,0.483,0.843,0.227,0.288,45.0,12.5,0.374,139.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,4,2026.0,CHW,253.0,12.3%,19.0%,0.6,0.25,0.363,0.476,0.839,0.226,0.268,40.0,10.8,0.372,138.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,5,2026.0,LAD,230.0,7.8%,22.6%,0.3,0.289,0.351,0.495,0.846,0.206,0.342,36.0,9.1,0.371,133.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,6,2026.0,PIT,297.0,10.4%,21.2%,0.5,0.286,0.372,0.459,0.831,0.174,0.342,46.0,11.7,0.368,130.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,7,2026.0,ATL,235.0,8.1%,21.3%,0.4,0.28,0.349,0.45,0.799,0.171,0.331,35.0,7.3,0.358,125.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,8,2026.0,ARI,224.0,3.6%,20.5%,0.2,0.288,0.317,0.491,0.807,0.203,0.331,33.0,6.7,0.356,123.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,9,2026.0,STL,245.0,10.2%,22.0%,0.5,0.254,0.348,0.435,0.784,0.182,0.295,35.0,6.2,0.351,123.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,10,2026.0,MIN,239.0,11.3%,16.7%,0.7,0.244,0.343,0.42,0.763,0.176,0.259,33.0,5.0,0.345,118.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,11,2026.0,SEA,263.0,9.5%,21.3%,0.4,0.255,0.338,0.394,0.732,0.139,0.306,34.0,3.0,0.333,118.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,12,2026.0,TEX,284.0,11.6%,23.2%,0.5,0.253,0.348,0.411,0.758,0.158,0.314,38.0,4.8,0.341,117.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,13,2026.0,CLE,258.0,10.5%,22.1%,0.5,0.236,0.314,0.41,0.724,0.175,0.268,31.0,1.3,0.324,107.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,14,2026.0,TBR,251.0,9.6%,18.7%,0.5,0.256,0.337,0.388,0.726,0.132,0.301,31.0,1.5,0.328,106.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,15,2026.0,DET,217.0,9.2%,18.4%,0.5,0.253,0.318,0.407,0.725,0.155,0.289,26.0,1.0,0.324,105.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,16,2026.0,MIA,235.0,8.9%,24.7%,0.4,0.273,0.34,0.383,0.723,0.11,0.353,29.0,1.8,0.328,104.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,17,2026.0,COL,224.0,10.3%,24.1%,0.4,0.25,0.339,0.418,0.758,0.168,0.314,30.0,4.2,0.342,102.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,18,2026.0,TOR,224.0,4.5%,18.8%,0.2,0.278,0.308,0.402,0.71,0.124,0.327,25.0,-0.8,0.314,99.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,19,2026.0,SFG,238.0,4.2%,19.7%,0.2,0.27,0.307,0.385,0.692,0.115,0.322,26.0,-1.5,0.31,96.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,20,2026.0,ATH,272.0,13.6%,20.2%,0.7,0.212,0.331,0.354,0.685,0.142,0.251,30.0,-1.4,0.311,94.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,21,2026.0,HOU,261.0,10.7%,22.2%,0.5,0.207,0.296,0.37,0.666,0.163,0.238,27.0,-3.6,0.3,90.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,22,2026.0,MIL,238.0,14.3%,21.4%,0.7,0.222,0.34,0.313,0.654,0.091,0.283,25.0,-2.8,0.305,90.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,23,2026.0,WSN,279.0,7.5%,21.5%,0.4,0.223,0.307,0.364,0.671,0.142,0.267,29.0,-3.5,0.302,89.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,24,2026.0,SDP,217.0,8.3%,23.5%,0.4,0.246,0.313,0.323,0.636,0.077,0.324,21.0,-4.3,0.293,86.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,25,2026.0,PHI,221.0,6.8%,21.3%,0.3,0.224,0.29,0.368,0.658,0.144,0.257,22.0,-3.5,0.298,85.0,2026-04-20
