rank,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
87,Connor Prielipp,MIN,13.5,0.0,6.0,0.0,0.35294118,0.0,0.35294118,0.23529411764705882,1.0,0.36363636363636365,0.5,104.8407036785868,4.994999259671156,45.477307503489186,4.5,0.14330883026123065,4.356691169738769,1.8669319942593576,1.9706469132626168
88,Colin Rea,CHC,5.400000294276662,3.0857144538723786,1.75,0.0,0.14583333,0.08333333,0.0625,0.18604651162790697,1.028571484624126,0.2222222222222222,0.84615385,39.22711973871227,79.91608812702762,116.82213893584905,1.5428572269361893,3.2290231206465743,-1.686165893710385,4.765510139142517,4.739680779146067
89,Clay Holmes,NYM,5.700000181198126,3.000000095367435,1.9,0.9000000286102304,0.15833333,0.08333333,0.075,0.1926605504587156,1.0333333661821165,0.20689655172413793,0.89928058,54.23119135113925,105.30522069120727,100.90419461020994,2.1000000667572043,4.276642199622262,-2.1766421328650574,4.125724304156796,4.329133975391331
90,Brady Singer,CIN,6.084507205708119,2.6619719024973025,2.28571429,1.1408451010702725,0.14545455,0.06363636,0.08181818,0.31683168316831684,1.6478873682126158,0.35365853658536583,0.70652174,126.69590037493563,106.84431010476354,110.34437029425304,5.323943804994605,4.579928587164536,0.7440152178300687,4.505150853142726,4.635506303459846
91,Chad Patrick,MIL,5.062500301748532,3.375000201165688,1.5,0.5625000335276147,0.14285714,0.0952381,0.04761905,0.21052631578947367,1.1250000670552294,0.23404255319148937,0.96385542,28.302077667150755,96.50965213350976,132.21071164188996,1.1250000670552294,3.955808878690007,-2.830808811634778,5.384019077015534,5.454727059152443
92,Freddy Peralta,NYM,9.450000563263927,3.375000201165688,2.8,1.3500000804662753,0.25,0.08928571,0.16071429,0.19,1.087500064820055,0.22058823529411764,0.7480315,104.5887290863851,106.97413658848356,92.53749323822589,4.050000241398826,4.343308901786809,-0.2933086603879831,3.7894436316123485,3.75375865304197
93,Connelly Early,BOS,8.640000329589856,4.6800001785278385,1.84615385,0.7200000274658214,0.22429907,0.12149533,0.10280374,0.21978021978021978,1.320000050354006,0.27692307692307694,0.84337349,64.89052220176053,99.53606199032961,103.95531688605047,2.8800001098632855,4.183308869934084,-1.3033087600707987,4.356739584004623,4.405532207549856
94,Tanner Bibee,CLE,7.714286037666658,3.263736400551278,2.36363636,1.4835165457051265,0.19847328,0.08396947,0.11450382,0.275,1.4505495113561238,0.3146067415730337,0.78378378,105.7205977869477,112.46422055495454,95.97717348239372,4.45054963711538,4.65979241031536,-0.2092427731999802,4.017055620609924,4.239581528669507
95,Grant Taylor,CHW,9.0,0.0,5.0,0.0,0.3125,0.0,0.3125,0.0625,0.2,0.09090909090909091,1.0,0.0,27.696984662709013,73.82218678652472,0.0,1.1433088302612306,-1.1433088302612306,3.073766773939133,2.7069472723007206
96,Drew Rasmussen,TBR,9.152542668764234,1.372881400314635,6.66666667,1.8305085337528466,0.27027027,0.04054054,0.22972973,0.14084507042253522,0.6610169705218613,0.1276595744680851,0.81081081,63.892026586340165,98.83316460244036,73.01550471555477,2.74576280062927,4.211105474950391,-1.4653426743211209,3.0394208178435176,2.9827596386782855
97,Michael McGreevy,STL,4.939024620010777,1.6463415400035923,3.0,1.317073232002874,0.14285714,0.04761905,0.0952381,0.2,0.9146341888908847,0.19753086419753085,0.77319588,84.02278693841208,112.46194864993137,105.48261668193342,3.2926830800071847,4.49696742981974,-1.2042843498125557,4.30974364284468,4.567942476096729
98,Nathan Eovaldi,TEX,9.78750023335219,2.7000000643730178,3.625,1.6875000402331362,0.23770492,0.06557377,0.17213115,0.2920353982300885,1.5375000366568574,0.35443037974683544,0.71428571,120.52572631492069,104.6485706932681,79.72840847328139,5.062500120699409,4.4183088606596,0.6441912600398085,3.3252349025172254,3.4034338331114404
99,Chris Sale,ATL,9.0,2.1724137931034484,4.14285714,1.5517241379310345,0.25217391,0.06086957,0.19130435,0.20952380952380953,1.0,0.23943661971830985,0.92,69.40452586765178,110.34833778487567,90.29557515482793,2.793103448275862,4.4191708992267476,-1.6260674509508855,3.6993347957216463,3.403706798588706
100,MacKenzie Gore,TEX,12.11538505977429,4.153846306208329,2.91666667,1.73076929425347,0.32407407,0.11111111,0.21296296,0.2,1.1923077360412795,0.2545454545454545,0.8,98.89290491259142,105.41092974277734,73.6098669736225,4.153846306208329,4.451001185919408,-0.297154879711079,3.0647268718084204,3.226813623329551
101,Coleman Crow,MIL,6.750000402331376,1.687500100582844,4.0,0.0,0.19047619,0.04761905,0.14285714,0.2,0.9375000558793578,0.25,0.6,84.90623300145226,53.04467453035373,98.16461792864037,3.375000201165688,2.2058087743818726,1.1691914267838155,4.015613204452657,3.992418661352547
102,Spencer Arrighetti,HOU,10.636363636363637,6.545454545454546,1.625,0.0,0.25,0.15384615,0.09615385,0.1951219512195122,1.4545454545454546,0.2857142857142857,0.84210526,57.950337281306865,90.82546738082773,122.78789862194373,2.4545454545454546,3.779672466624867,-1.3251270120794123,5.158570997823368,4.649402187141875
103,Kyle Harrison,MIL,9.16981165075524,3.566037864182593,2.57142857,1.0188679611950267,0.23376623,0.09090909,0.14285714,0.23880597014925373,1.3018868393047562,0.2978723404255319,0.86206897,76.89620920413032,104.4469890236756,102.9661939341874,3.05660388358508,4.275384342700149,-1.2187804591150688,4.2086017117065895,4.013961058782997
104,Robbie Ray,SFG,9.84705926545353,3.4941178038706076,2.81818182,1.5882353653957306,0.27192982,0.09649123,0.1754386,0.1941747572815534,1.0941176961615033,0.22388059701492538,0.91666667,73.13617105201082,112.18197993529785,100.64052621873671,2.8588236577123154,4.413897122577815,-1.5550734648654996,4.115126748433076,3.8757780935876935
105,Tomoyuki Sugano,COL,6.493671199637845,2.0506330104119512,3.16666667,1.7088608420099594,0.17431193,0.05504587,0.11926606,0.23300970873786409,1.1392405613399728,0.24050632911392406,0.86956522,75.01863135263098,113.06625055619122,101.86060874306828,3.4177216840199187,4.85216967227119,-1.434447988251271,4.164165210976487,4.221906559144657
106,Jacob Latz,TEX,6.75,2.25,3.0,0.0,0.21428571,0.07142857,0.14285714,0.0,0.25,0.0,1.0,0.0,57.42717893963102,106.41949920013494,0.0,2.3933088302612306,-2.3933088302612306,4.461656627058983,4.187953806343067
107,Adrian Houser,SFG,4.5692311044275655,2.9076925209993596,1.57142857,0.8307692917141027,0.10891089,0.06930693,0.03960396,0.2903225806451613,1.569230884348861,0.3125,0.59006211,138.14610481052824,112.74290401912393,110.42635482164754,5.400000396141668,4.435616617372057,0.9643837787696112,4.5084460361287935,4.784338514110963
108,Eury Pérez,MIA,9.346153846153847,4.153846153846154,2.25,1.3846153846153846,0.24107143,0.10714286,0.13392857,0.23469387755102042,1.3461538461538463,0.2835820895522388,0.66878981,102.3250493107865,114.69098151365651,109.84165560241507,4.153846153846154,4.681770368722769,-0.5279242148766148,4.484945371059271,4.1768619771881
109,Sonny Gray,BOS,5.086956732665216,1.9565218202558525,2.6,1.1739130921535115,0.13131313,0.05050505,0.08080808,0.26881720430107525,1.3043478801705684,0.2857142857142857,0.70895522,96.98311774281493,106.7409237304452,99.6722757073456,4.3043480045628755,4.491134973104151,-0.1867869685412753,4.174381317255704,4.296441098318265
110,Mike Burrows,HOU,8.43750050291422,3.0375001810491193,2.77777778,1.687500100582844,0.20491803,0.07377049,0.13114754,0.32142857142857145,1.687500100582844,0.3780487804878049,0.66666667,159.36343702239495,115.6291764019018,101.56158071586172,6.750000402331376,4.830808930844075,1.9191914714873013,4.2548219136305505,4.110274807295409
111,Aaron Ashby,MIL,15.428573530547759,0.0,4.0,0.0,0.4,0.0,0.4,0.3,1.28571446087898,0.5,0.33333333,194.0714045901795,-8.826397053082436,35.267529037526614,7.714286765273879,-0.28526306541604907,7.999549830689928,1.4876067162306497,1.4400525848007206
112,Noah Schultz,CHW,9.642857471290911,4.821428735645456,2.0,0.9642857471290911,0.26315789,0.13157895,0.13157895,0.12121212121212122,0.9642857471290911,0.13636363636363635,0.52631579,90.31092419154795,92.95394880024865,94.10270524328072,3.8571429885163644,4.0004517165982,-0.14330872808183592,3.937246726672578,4.2009618393842105
113,José Suarez,ATL,14.727275280913489,7.363637640456744,2.0,0.0,0.33333333,0.16666667,0.16666667,0.3333333333333333,2.1818185601353317,0.5555555555555556,0.5,243.96746656486806,57.21636805942762,65.46162339590238,9.818183520608992,2.3251268702104815,7.49305665039851,2.701190171199511,3.743151836331016
114,Tatsuya Imai,HOU,13.500002522308565,11.423079057338017,1.18181818,0.0,0.29545455,0.25,0.04545455,0.21875,2.076923464970548,0.3684210526315789,0.63157895,171.62218478319988,103.03652804828825,121.24017221843529,7.269232127396919,4.297155199689313,2.9720769277076062,5.092673731705866,5.7986177965049235
115,Sean Burke,CHW,5.754098450615342,3.0983607041774923,1.85714286,1.3278688732189252,0.14942529,0.08045977,0.06896552,0.26582278481012656,1.3770492018566631,0.2857142857142857,0.68548387,113.99903335438223,114.93805696886217,109.77882143921677,4.868852535136059,4.962980989857535,-0.09412845472147602,4.604685880201794,4.731773155370212
116,Bubba Chandler,PIT,7.6500003647804435,5.850000278949751,1.30769231,0.9000000429153463,0.2,0.15294118,0.04705882,0.18055555555555555,1.3000000619888334,0.20754716981132076,0.77586207,77.18067489677429,115.50138095566311,120.41948391005472,3.150000150203712,4.693308904170994,-1.543308753967282,4.910097298826622,5.236451193390118
117,Steven Matz,TBR,9.246575463263309,3.6986301853053236,2.5,1.8493150926526618,0.24509804,0.09803922,0.14705882,0.21978021978021978,1.2328767284351079,0.2459016393442623,0.75,111.88398047418117,119.72461271394599,100.30586791828016,4.80821924089692,5.115911595757403,-0.30769235486048263,4.201357657802253,4.078623739517861
118,Brandon Young,BAL,3.6,3.6,1.0,0.0,0.11111111,0.11111111,0.0,0.125,0.8,0.14285714285714285,1.0,0.0,85.37990292532466,123.71366224863102,0.0,3.5433088302612306,-3.5433088302612306,5.197987067699433,5.599337029395609
119,Martín Pérez,ATL,3.9375,3.375,1.16666667,0.5625,0.10769231,0.09230769,0.01538462,0.19298245614035087,1.0625,0.20408163265306123,0.79545455,69.88650174173269,114.44956084380185,128.46300624640455,2.8125,4.580808830261231,-1.7683088302612306,5.233388519659639,5.546914130034783
120,Patrick Corbin,TOR,7.363636682841418,2.454545560947139,3.0,1.2272727804735695,0.20338983,0.06779661,0.13559322,0.22641509433962265,1.0909091381987286,0.2564102564102564,0.78947368,86.95021386780789,105.9589979811851,101.17754540158434,3.681818341420709,4.506945253009642,-0.8251269115889328,4.238470911769957,4.03547948989072
121,Mason Englert,TBR,4.909091760304496,2.454545880152248,2.0,0.0,0.10526316,0.05263158,0.05263158,0.3888888888888889,2.1818185601353317,0.4375,0.5,171.34682274390707,67.88124439890744,130.87806674048718,7.363637640456744,2.870581510244314,4.49305613021243,5.503024617167522,5.894258237133454
122,Cody Ponce,TOR,11.571430147910819,3.8571433826369397,3.0,0.0,0.3,0.1,0.2,0.1111111111111111,0.8571429739193199,0.16666666666666666,0.5,91.09070870391407,44.61620232602584,86.89731539276222,3.8571433826369397,1.8575943693822508,1.999549013254689,3.6304641510289493,3.34807258480072
123,Jake Irvin,WSN,9.375,4.125,2.27272727,1.5,0.23584906,0.10377358,0.13207547,0.21739130434782608,1.2916666666666667,0.25396825396825395,0.59859155,149.82819963546504,121.63099217511262,109.62269030953429,6.0,4.976642163594565,1.0233578364054354,4.47614455545942,4.143278927548761
124,Jesse Scholtens,TBR,9.529412833877208,0.0,6.0,1.588235472312868,0.23076923,0.0,0.23076923,0.28,1.2352942562433418,0.3333333333333333,0.45454545,184.78577792503827,90.47677551704902,83.87430193223148,7.94117736156434,3.849191262400283,4.091986099164057,3.5017538556990933,3.0898807591710162
125,Garrett Crochet,BOS,11.250000447034854,3.375000134110456,3.33333333,1.8750000745058089,0.25862069,0.07758621,0.18103448,0.2912621359223301,1.625000064571701,0.36764705882352944,0.55555556,177.43502192746433,118.10452373111792,85.94114067698246,7.8750003129243975,4.976642236444688,2.8983580764797097,3.5897532737332365,3.4889285507890473
126,Logan Henderson,MIL,13.5,4.5,3.0,0.0,0.33333333,0.11111111,0.22222222,0.375,2.0,0.6,0.5,226.41660784172376,39.07379109280891,73.44856759301695,9.0,1.6433088302612306,7.356691169738769,3.0222073614597322,3.2198802410932883
127,Foster Griffin,WSN,7.425000177025799,2.7000000643730178,2.75,1.6875000402331362,0.1981982,0.07207207,0.12612613,0.23529411764705882,1.2000000286102301,0.25333333333333335,0.88461538,84.27836430430187,120.80467342184437,100.48257848329538,3.3750000804662723,4.943308873176576,-1.568308792710304,4.108778395798077,4.155484502625038
128,Jimmy Herget,COL,9.0,3.0,3.0,0.0,0.25,0.08333333,0.16666667,0.1,0.6666666666666666,0.14285714285714285,0.66666667,65.84968434093867,72.66223619822237,122.20445557845396,3.0,3.143308830261231,-0.1433088302612311,4.981840205192567,3.9298370240337763
129,Zach Pop,PHI,4.5,0.0,1.0,0.0,0.11111111,0.0,0.11111111,0.3333333333333333,1.5,0.375,0.66666667,110.55626684197246,50.658963719899,85.88862444891339,4.5,2.1433088302612306,2.3566911697387694,3.5222073614597322,3.4508432050605475
130,Erick Fedde,CHW,6.750000292604632,3.681818341420709,1.83333333,1.2272727804735695,0.17741935,0.09677419,0.08064516,0.2037037037037037,1.159090959336149,0.21951219512195122,0.67901235,100.57353014754587,116.98037748330306,118.40490577195905,4.295454731657493,5.052399822109005,-0.756945090451512,4.971957106910978,4.780049455466146
131,Chris Paddack,MIA,9.775862711930289,0.9310345439933608,10.5,2.327586359983402,0.23595506,0.02247191,0.21348315,0.32558139534883723,1.5517242399889348,0.38333333333333336,0.58333333,194.9468740087106,117.59355682916076,76.58199461824469,7.913793623943567,4.798481352916094,3.1153122710274728,3.148148386550085,3.205615726901183
132,Tobias Myers,NYM,9.0,4.5,2.0,0.0,0.28571429,0.14285714,0.14285714,0.16666666666666666,1.0,0.25,1.0,0.0,64.41680207781314,98.32868130480983,0.0,2.6433088302612306,-2.6433088302612306,4.022207361459732,4.083239518726067
133,J.T. Ginn,ATH,7.977273073078202,3.681818341420709,2.16666667,1.8409091707103544,0.22413793,0.10344828,0.12068966,0.17307692307692307,1.022727317061308,0.16666666666666666,0.92592593,70.05336993230055,123.08003352034726,89.14219581892094,3.0681819511839237,5.256945285521267,-2.1887633343373434,3.726044017411804,3.9322121343470373
134,Mason Montgomery,PIT,9.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,1.0,0.3333333333333333,1.0,0.0,26.811765217139584,95.31566299036342,0.0,1.1433088302612306,-1.1433088302612306,3.901105892658234,3.4358300848007204
135,Kyle Backhus,PHI,9.0,0.0,1.0,0.0,0.2,0.0,0.2,0.4,2.0,0.5,0.5,221.11253368394492,26.22381822634965,26.701358483877563,9.0,1.1433088302612306,7.856691169738769,1.1433088302612306,-0.7162674151992803
136,Riley Martin,CHC,9.0,0.0,1.0,0.0,0.33333333,0.0,0.33333333,0.0,0.0,0.0,1.0,0.0,27.15046413440091,95.31566299036342,0.0,1.1433088302612306,-1.1433088302612306,3.901105892658234,4.600559250993387
137,Michael Lorenzen,COL,6.967742471367503,2.6129034267628137,2.66666667,1.7419356178418757,0.14414414,0.05405405,0.09009009,0.3883495145631068,2.2258066227979523,0.43373493975903615,0.58962264,172.0588658656882,123.0007157423392,108.33116400224048,7.838710280288441,5.272341252067967,2.566369028220474,4.424234571355061,4.331036324718045
138,Ryne Nelson,ARI,8.709678503681927,3.9193553266568673,2.22222222,1.7419357007363854,0.20833333,0.09375,0.11458333,0.2413793103448276,1.4516130839469878,0.2698412698412698,0.32786885,172.252411035362,127.76086735356024,110.61190093377698,6.9677428029455415,5.030405839392315,1.9373369635532267,4.515903643207231,4.420017806004218
139,Didier Fuentes,ATL,21.0,3.0,7.0,3.0,0.38888889,0.05555556,0.33333333,0.4117647058823529,2.6666666666666665,0.6666666666666666,0.60606061,298.18240743139285,94.89128376723387,8.10593713305135,12.0,3.8099754969278976,8.190024503072102,0.3959078510602323,1.8600993770374858
140,Cole Sulser,TBR,4.5,4.5,1.0,0.0,0.11111111,0.11111111,0.0,0.375,2.0,0.42857142857142855,1.0,0.0,85.72306966869856,135.7781982535346,0.0,3.6433088302612306,-3.6433088302612306,5.711656627058983,5.7956456712336335
141,Emmet Sheehan,LAD,8.100000386238117,3.600000171661385,2.25,1.8000000858306926,0.20930233,0.09302326,0.11627907,0.2564102564102564,1.4000000667572052,0.2857142857142857,0.66964286,146.80533484242972,122.6271902944126,97.5560285521541,5.850000278949751,5.143308925628666,0.7066913533210846,3.9911523284479857,4.247413134112517
142,Cade Horton,CHC,4.909091121894278,2.454545560947139,2.0,1.2272727804735695,0.15384615,0.07692308,0.07692308,0.16666666666666666,0.8181818536490464,0.15789473684210525,0.86956522,62.406780706858186,115.6955195413261,93.0673412422074,2.454545560947139,4.643308895284482,-2.1887633343373434,3.8107396759198298,4.251383709735058
143,Braydon Fisher,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,74.38550164080655,140.2277854332274,0.0,3.1433088302612306,-3.1433088302612306,5.901105892658234,7.06589258480072
144,Cody Bolton,HOU,10.125000603497064,10.125000603497064,1.0,0.0,0.23076923,0.23076923,0.0,0.21052631578947367,1.8750001117587156,0.3076923076923077,0.63636364,159.36343702239495,115.6291764019018,139.37936596284354,6.750000402331376,4.830808930844075,1.9191914714873013,5.864982890884523,6.2164842952751584
145,Jordan Leasure,CHW,0.0,6.750001609325793,0.0,0.0,0.0,0.2,-0.2,0.0,0.750000178813977,0.0,1.0,0.0,124.76673007774663,176.8804011098706,0.0,5.3933093667031615,-5.3933093667031615,7.461657656633574,8.924372584800722
146,DL Hall,MIL,9.0,9.0,1.0,0.0,0.28571429,0.28571429,0.0,0.0,1.0,0.0,1.0,0.0,101.16661253915389,118.49527574587772,0.0,4.143308830261231,-4.143308830261231,4.832758095860481,6.701198699756026
147,Zach Eflin,BAL,17.181821161065738,4.909091760304496,3.5,2.454545880152248,0.41176471,0.11764706,0.29411765,0.26666666666666666,1.6363639201014988,0.42857142857142855,1.0,58.45975693015845,108.15406177257012,41.876401478132735,2.454545880152248,4.506945430345813,-2.0523995501935652,1.7136168721039586,2.4907091902941807
148,Mason Fluharty,TOR,0.0,9.0,0.0,0.0,0.0,0.16666667,-0.16666667,0.4,3.0,0.4,0.66666667,212.5449580188431,143.84719057855617,275.4609303655973,9.0,6.143308830261231,2.8566911697387694,11.658902955055236,10.32739257493472
149,Eduardo Rodriguez,ARI,5.785714285714286,3.857142857142857,1.5,1.2857142857142858,0.15,0.1,0.05,0.23148148148148148,1.3214285714285714,0.2441860465116279,0.85987261,71.51550103533667,126.9893474631752,111.99399359832212,2.892857142857143,5.000451687404087,-2.1075945445469446,4.571453737573965,4.962742584800721
150,Dean Kremer,BAL,13.090909090909092,1.6363636363636365,8.0,3.272727272727273,0.37209302,0.04651163,0.3255814,0.1951219512195122,0.9090909090909091,0.19047619047619047,0.68181818,97.43291132251596,131.7876114533701,55.27121485761227,4.090909090909091,5.506945193897595,-1.416036102988504,2.283925409750505,2.098799014018975
151,Matt Waldron,SDP,9.818183520608992,2.454545880152248,4.0,2.454545880152248,0.19047619,0.04761905,0.14285714,0.42105263157894735,2.454545880152248,0.5,0.46511628,382.0633729794354,152.4212384301838,128.38609627887135,14.727275280913489,6.1433093504473115,8.583965930466178,5.2302972971506065,4.055937935009082
152,Shane Drohan,MIL,6.750001609325793,13.500003218651585,0.5,0.0,0.13333333,0.26666667,-0.13333333,0.2727272727272727,2.6250006258489194,0.3333333333333333,0.57142857,254.71874455162035,150.8408874611328,176.83231516302092,10.125002413988689,6.1433095455171385,3.9816928684715505,7.177483690482345,8.096585908397252
153,Shane Smith,CHW,11.880001812744418,9.720001483154523,1.22222222,1.080000164794947,0.2244898,0.18367347,0.04081633,0.3076923076923077,2.520000384521543,0.4074074074074074,0.48543689,252.87061770860754,130.93350965588016,136.86636879510624,10.80000164794947,5.663309214782774,5.136692433166696,5.75798746666773,5.415068766063103
154,Simeon Woods Richardson,MIN,4.55844167135763,3.506493593352023,1.3,1.7532467966760115,0.11403509,0.0877193,0.02631579,0.28846153846153844,1.5584415970453436,0.29069767441860467,0.66666667,138.87989662478228,138.60574201110276,133.37311376217608,5.961039108698439,5.831620585164448,0.12941852353399153,5.609255781274571,5.65943729648021
155,Kodai Senga,NYM,11.423077761068914,5.192308073213143,2.2,2.076923229285257,0.26829268,0.12195122,0.14634146,0.3194444444444444,1.9038462935114855,0.41304347826086957,0.54744526,227.94979729806514,131.81529683712543,99.90980441259003,8.826923724462342,5.335616683395669,3.4913070410666727,4.085757035150763,4.059300083485399
156,PJ Poulin,WSN,6.750001760200125,0.0,2.0,3.3750008801000626,0.18181818,0.0,0.18181818,0.2727272727272727,1.1250002933666876,0.25,1.0,84.27838427225039,159.8483055343404,77.73696195725253,3.3750008801000626,6.518309710361294,-3.143308830261231,3.1945696912268566,3.254735571793018
157,Noah Cameron,KCR,7.6500003647804435,2.700000128746039,2.83333333,2.2500001072883657,0.19101124,0.06741573,0.12359551,0.27710843373493976,1.4500000691413912,0.29508196721311475,0.68181818,123.05851486717799,133.40568500740147,106.86445941579922,5.400000257492078,5.59330894708634,-0.19330868959426262,4.4806016173859975,4.479497439619324
158,Andre Pallante,STL,5.4,4.95,1.09090909,0.9,0.13186813,0.12087912,0.01098901,0.23076923076923078,1.45,0.25,0.74468085,103.34802312642441,130.15212205821328,132.85953866987526,4.05,5.1933088302612305,-1.1433088302612306,5.410097214579583,5.42041860846017
159,Luis Severino,ATH,9.851351605269757,7.2972974853850054,1.35,1.459459497077001,0.24324324,0.18018018,0.06306306,0.24719101123595505,1.7027027465898346,0.3103448275862069,0.703125,141.6214048337632,134.194022046073,114.45358612163103,6.2027028625772545,5.737903491731455,0.4647993708457996,4.803722487457087,5.13765412992305
160,Javier Assad,CHC,5.1702132904999605,2.2978725735555376,2.25,1.7234044301666533,0.13846154,0.06153846,0.07692308,0.2459016393442623,1.212766080487645,0.24489795918367346,0.60810811,146.05843141779906,131.03615571738177,106.34976287301188,5.744681433888845,5.249692022687141,0.49498941120170414,4.3445966262805005,4.606547023864728
161,Reynaldo López,ATL,8.307692551471785,4.569230903309482,1.81818182,1.661538510294357,0.21052632,0.11578947,0.09473684,0.24096385542168675,1.430769272753474,0.2711864406779661,0.75757576,92.89529119491402,134.18675104410482,117.78713914304578,3.7384616481623034,5.358693510653707,-1.6202318624914032,4.804296143835869,4.6413839975690845
162,Jacob Lopez,ATH,6.464788906064877,7.225352306778392,0.89473684,1.5211268014270298,0.14912281,0.16666667,-0.01754386,0.2736842105263158,1.9014085017837874,0.2972972972972973,0.76142132,130.24006589617306,147.4677155610517,151.6495740673634,5.704225505351363,6.312322999900877,-0.6080974945495141,6.387409313892995,6.221755916496021
163,Brandon Pfaadt,ARI,5.9400002265930265,3.240000123596196,1.83333333,1.620000061798098,0.15068493,0.08219178,0.06849315,0.25757575757575757,1.3800000526428242,0.2692307692307692,0.60606061,146.8451677275899,137.88075122372658,116.13736330215812,5.9400002265930265,5.423308917236332,0.5166913093566947,4.737987128531582,4.6685003875241495
164,Justin Verlander,DET,2.454545880152248,4.909091760304496,0.5,2.454545880152248,0.05263158,0.10526316,-0.05263158,0.35294117647058826,2.1818185601353317,0.3333333333333333,0.45454545,287.3713537971999,184.19288821357503,162.90574398855466,12.272729400761241,7.779673270548811,4.49305613021243,6.866661217252105,7.104457682664075
165,Luinder Avila,KCR,12.0,9.0,1.33333333,3.0,0.22222222,0.16666667,0.05555556,0.5333333333333333,3.6666666666666665,0.7,0.625,341.82919166469645,185.62780807761408,137.2613939800989,15.0,7.809975496927898,7.190024503072102,5.774806382258734,5.180954305106991
166,Max Scherzer,TOR,5.5102041888763305,2.7551020944381652,2.0,2.2040816755505324,0.14705882,0.07352941,0.07352941,0.25806451612903225,1.2857143107378106,0.25,0.54878049,169.16843926666277,145.26477744658666,128.09865123564802,7.16326544553923,6.20453337963697,0.95873206590226,5.384685947775882,5.333857981047535
167,Anthony Kay,CHW,7.714286765273879,5.7857150739554095,1.33333333,1.9285716913184698,0.17910448,0.13432836,0.04477612,0.25,1.6428573666786965,0.2682926829268293,0.72115385,150.51822236577402,151.68522592579842,125.25371338605795,6.4285723043948995,6.571880725938511,-0.14330842154361179,5.263557545406304,5.21851945522069
168,Brayan Bello,BOS,6.267857676562043,5.785714778364963,1.08333333,1.4464286945912408,0.14130435,0.13043478,0.01086957,0.3,1.928571592788321,0.328125,0.62893082,152.0871685588567,136.63397885006023,119.26730752734123,6.750000574759124,5.768309053778667,0.9816915209804566,5.008675429894805,5.308866240754942
169,Germán Márquez,SDP,7.232143103468183,2.892857241387273,2.5,2.410714367822728,0.18987342,0.07594937,0.11392405,0.273972602739726,1.392857190297576,0.2830188679245283,0.94736842,100.0642027902078,148.38772568629224,111.92795668058113,3.8571429885163644,5.982594641252444,-2.1254516527360794,4.568799532753764,4.51366891002591
170,Brent Suter,LAA,9.0,9.0,1.0,4.5,0.2,0.2,0.0,0.375,2.5,0.4,1.0,104.40660355927885,248.36127851054215,115.13554427278916,4.5,10.64330883026123,-6.14330883026123,4.832758095860481,5.756812584800722
171,Matthew Liberatore,STL,5.333333333333333,3.3333333333333335,1.6,1.6666666666666667,0.13675214,0.08547009,0.05128205,0.2616822429906542,1.4074074074074074,0.26744186046511625,0.87096774,93.56611147248302,137.35005082682505,122.90275472967245,3.6666666666666665,5.476642163594564,-1.8099754969278972,5.009906763059122,5.156330604854841
172,Colton Gordon,HOU,12.272729400761241,0.0,5.0,4.909091760304496,0.26315789,0.0,0.26315789,0.4444444444444444,2.1818185601353317,0.5454545454545454,0.80645161,231.80138931850593,198.0847605725381,74.77968719678219,9.818183520608992,8.325127910582644,1.4930556100263477,3.1145340950879645,2.7335878835468366
173,Pete Fairbanks,MIA,9.0,9.0,1.0,9.0,0.14285714,0.14285714,0.0,0.5,4.0,0.5,0.38461538,665.1128205201122,424.60657499159186,204.26315637898506,27.0,17.14330883026123,9.85669116973877,8.280004423856735,6.484749725822007
174,Ryan Johnson,LAA,5.40000051498418,10.80000102996836,0.5,2.70000025749209,0.0952381,0.19047619,-0.0952381,0.4117647058823529,3.3000003147125545,0.42857142857142855,0.52083333,375.86380865856984,220.54059727869247,199.83511283772782,16.20000154495254,9.443309431076107,6.756692113876431,8.438996250814192,7.514722510189978
175,Brandon Williamson,CIN,5.400000411987336,5.760000439453158,0.9375,1.4400001098632895,0.13392857,0.14285714,-0.00892857,0.23655913978494625,1.5200001159668057,0.24324324324324326,0.73446328,128.50584816089213,147.6737390508349,155.47898616967817,5.400000411987336,6.303309071350116,-0.9033086593627795,6.319234839986878,6.102744459254411
176,Ryan Feltner,COL,7.000000370873365,3.5000001854366825,2.0,2.5000001324547734,0.17721519,0.08860759,0.0886076,0.2777777777777778,1.5000000794728638,0.2830188679245283,0.7,131.69937565956133,148.84791301193846,112.5288577125584,6.000000317891455,6.365531223202938,-0.36553090531148236,4.592951393108504,4.6092061565799645
177,Brandon Sproat,MIL,8.379310895940248,4.655172719966804,1.8,2.7931036319800824,0.21428571,0.11904762,0.0952381,0.2702702702702703,1.5517242399889348,0.28,0.64814815,187.37927398617143,168.82638268151027,118.42639457200087,7.448276351946887,6.8674470062346735,0.5808293457122131,4.82998957258624,4.710670932380113
178,Eric Lauer,TOR,7.6415097089627,5.6037737865726465,1.36363636,2.5471699029875667,0.18518519,0.13580247,0.04938272,0.2571428571428571,1.6415094930364318,0.26,0.68181818,168.4318595858431,163.50616235309226,143.60508033072452,7.132075728365186,6.992365572553553,0.13971015581163293,6.044900364415746,5.722964982147821
