rank,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
23,Yoshinobu Yamamoto,LAD,7.714285864426863,1.3775510472190826,5.6,0.8265306283314496,0.22764228,0.04065041,0.18699187,0.20512820512820512,0.8877551193189644,0.2441860465116279,0.81395349,62.22517941734505,75.02400986268628,87.42773299564264,2.479591884994349,3.173921075754988,-0.694329190760639,3.5840683547235903,3.5170149324366244
24,Shota Imanaga,CHC,9.931034482758621,1.8620689655172413,5.33333333,0.9310344827586207,0.2962963,0.05555556,0.24074074,0.14705882352941177,0.7241379310344828,0.1791044776119403,0.83333333,55.233585127850304,71.6410822807888,77.2187564546284,2.1724137931034484,2.9019295199164032,-0.7295157268129548,3.1737415909767153,2.9992163135689522
25,Casey Mize,DET,10.046512184947712,3.13953505779616,3.2,0.627907011559232,0.27350427,0.08547009,0.18803419,0.2169811320754717,1.1511628545252586,0.2916666666666667,0.83333333,58.81087477064008,71.29828649701263,88.46829125101145,2.511628046236928,2.9688902159392216,-0.4572621697022936,3.6973513049603883,3.491785637475788
26,Rhett Lowder,CIN,5.586207080255939,2.7931035401279694,2.0,0.31034483779199656,0.15254237,0.07627119,0.07627119,0.22018348623853212,1.1379310719039875,0.25555555555555554,0.69620253,73.8539325187528,76.0764563333467,113.69437203591328,3.1034483779199658,3.281239869279896,-0.1777914913599301,4.63979661000968,4.799436112744547
27,Framber Valdez,DET,6.0,2.7,2.22222222,0.3,0.15748031,0.07086614,0.08661417,0.23076923076923078,1.2,0.2708333333333333,0.70224719,77.27095062260052,77.73806559655226,97.85358984340847,3.3,3.2433088302612307,0.05669116973876909,4.096947459379832,4.265981250218141
28,Mitch Keller,PIT,5.896551724137931,2.793103448275862,2.11111111,0.3103448275862069,0.16521739,0.07826087,0.08695652,0.21904761904761905,1.103448275862069,0.25882352941176473,0.75949367,68.43606314764692,81.08515691406343,103.90525851607376,2.793103448275862,3.315722623364679,-0.522619175088817,4.246345292494215,4.592389898783409
29,Carmen Mlodzinski,PIT,10.125000862138686,3.857143185576642,2.625,0.0,0.24705882,0.09411765,0.15294118,0.2987012987012987,1.6607144271232763,0.4107142857142857,0.70967742,106.32032144321575,52.687002631308644,78.20041202336971,4.339286083773723,2.17902303386707,2.1602630499066526,3.2131970203253366,3.6699537673104614
30,Bryce Elder,ATL,8.700000553131138,2.700000171661388,3.22222222,0.6000000381469751,0.24576271,0.07627119,0.16949153,0.18691588785046728,0.9666667281256821,0.23684210526315788,0.81560284,37.272803298665124,78.8217804932313,88.89173911605863,1.5000000953674377,3.17664216571384,-1.6766420703464024,3.6429107755169516,3.61568137159953
31,Michael Wacha,KCR,7.79381450961609,2.7835051820057464,2.8,0.835051554601724,0.22764228,0.08130081,0.14634146,0.17857142857142858,0.9278350606685821,0.20987654320987653,0.82089552,57.08899958157107,87.3444801579886,97.81198694055749,2.505154663805172,3.638154195951141,-1.1329995321459694,4.095176140137479,4.055477887998535
32,Bailey Ober,MIN,8.307692612416657,3.1153847296562462,2.66666667,0.6923077177013881,0.21621622,0.08108108,0.13513514,0.22772277227722773,1.2307692759135787,0.28,0.66225166,96.77603771457329,82.68821414912615,99.05517328304752,4.153846306208329,3.4510011492396253,0.7028451569687033,4.14810705936132,4.111214719359992
33,Ryan Weathers,NYY,11.435294630849262,2.541176584633169,4.5,1.2705882923165845,0.31034483,0.06896552,0.24137931,0.25,1.2352941730855682,0.3382352941176471,0.85034014,75.41263373035238,77.32883319723119,65.38488589485392,3.1764707307914612,3.2844853071852955,-0.10801457639383427,2.7145333455298712,2.8753976418861553
34,Matthew Boyd,CHC,14.142859069668779,1.9285716913184698,7.33333333,0.64285723043949,0.39285714,0.05357143,0.33928571,0.24528301886792453,1.1428572985590932,0.4,0.4109589,147.10171104478226,37.99271019927436,43.66742766291127,5.7857150739554095,1.5718800447424779,4.213835029212932,1.8252216774276804,1.9478798314930827
35,Trevor Rogers,BAL,7.84883738337755,2.511627962680816,3.125,0.9418604860053059,0.20491803,0.06557377,0.13934426,0.26548672566371684,1.3255814247482083,0.3176470588235294,0.7183908,97.20632531253749,89.11730265575142,99.54178670382205,4.081395439356326,3.701448377523634,0.3799470618326919,4.168825510640847,4.0457696378692205
36,Will Warren,NYY,11.01315886211536,2.1315791346029727,5.16666667,1.0657895673014863,0.2952381,0.05714286,0.23809524,0.22448979591836735,1.105263254979319,0.296875,0.72580645,59.040156575237866,72.25346903678542,65.56852829324893,2.4868423237034682,3.064361454905565,-0.5775191312020969,2.7223522545890306,2.7849414749299646
37,Mick Abel,MIN,10.058823529411764,3.176470588235294,3.16666667,0.0,0.26027397,0.08219178,0.17808219,0.21875,1.1764705882352942,0.3111111111111111,0.82608696,49.336801731099676,60.262402275631835,92.6442076152446,2.1176470588235294,2.496250006731819,-0.3786029479082895,3.8751485379303205,3.5400580913477775
38,Davis Martin,CHW,6.84,2.16,3.16666667,0.72,0.20212766,0.06382979,0.13829787,0.21839080459770116,1.0,0.25757575757575757,0.86206897,50.57411582472267,81.59923648954681,97.05230092240953,2.16,3.5033088302612305,-1.3433088302612304,4.062831126451492,4.105529528826821
