rank,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
162,Eury Pérez,MIA,0.2962962962962963,0.678571428,0.175438596,0.333333333,0.49122807,0.107142857,0.142857142,17.0,7.65,137.0,212.0,349.0,0.51724138,0.32758621,0.15517241,0.10344828,0.55172414,0.34482759
163,Luinder Avila,KCR,0.7,1.0,0.09090909,0.454545454,0.454545454,0.0,0.2,0.0,0.0,33.0,40.0,73.0,0.36363636,0.36363636,0.27272727,0.0,0.54545455,0.45454545
164,Michael Lorenzen,COL,0.4307692307692308,2.111111111,0.188405797,0.550724637,0.260869565,0.111111111,0.222222222,13.0,7.468085864055498,121.0,220.0,341.0,0.50724638,0.31884058,0.17391304,0.11594203,0.46376812,0.42028986
165,Merrill Kelly,ARI,0.25,0.714285714,0.25,0.3125,0.4375,0.0,0.142857142,4.0,6.750000402331376,40.0,46.0,86.0,0.17647059,0.64705882,0.17647059,0.0,0.58823529,0.41176471
166,Ryan Weiss,HOU,0.25,0.6,0.111111111,0.333333333,0.555555555,0.2,0.2,2.0,4.909091760304496,31.0,45.0,76.0,0.66666667,0.11111111,0.22222222,0.22222222,0.44444444,0.33333333
167,Brent Suter,LAA,0.4,3.0,0.333333333,0.5,0.166666666,0.0,1.0,2.0,9.0,20.0,29.0,49.0,0.5,0.5,0.0,0.5,0.16666667,0.33333333
168,Dean Kremer,BAL,0.3333333333333333,0.833333333,0.083333333,0.416666666,0.5,0.0,0.5,1.0,1.8,25.0,55.0,80.0,0.5,0.41666667,0.08333333,0.08333333,0.58333333,0.33333333
169,Jose Quintana,COL,0.24,0.25,0.2,0.16,0.64,0.0625,0.0625,4.0,4.500000536441867,70.0,84.0,154.0,0.46153846,0.19230769,0.34615385,0.11538462,0.53846154,0.34615385
170,Roki Sasaki,LAD,0.3142857142857143,0.8125,0.216216216,0.351351351,0.432432432,0.0,0.1875,4.0,2.769230769230769,107.0,155.0,262.0,0.34210526,0.31578947,0.34210526,0.13157895,0.65789474,0.21052632
171,Emmet Sheehan,LAD,0.2926829268292683,1.615384615,0.244444444,0.466666666,0.288888888,0.0,0.307692307,20.0,12.000000762939502,97.0,162.0,259.0,0.6,0.31111111,0.08888889,0.15555556,0.46666667,0.37777778
172,Colton Gordon,HOU,0.5454545454545454,1.0,0.23076923,0.384615384,0.384615384,0.0,0.4,7.0,17.181821161065738,18.0,50.0,68.0,0.30769231,0.23076923,0.46153846,0.15384615,0.46153846,0.38461538
173,Pete Fairbanks,MIA,0.5,0.333333333,0.2,0.2,0.6,0.0,0.333333333,1.0,9.0,12.0,16.0,28.0,0.4,0.4,0.2,0.2,0.4,0.4
174,Ryan Johnson,LAA,0.42857142857142855,0.571428571,0.266666666,0.266666666,0.466666666,0.0,0.142857142,0.0,0.0,32.0,48.0,80.0,0.46666667,0.33333333,0.2,0.0,0.4,0.6
175,Brandon Sproat,MIL,0.28,0.642857142,0.148148148,0.333333333,0.518518518,0.071428571,0.214285714,3.0,2.7931036319800824,58.0,103.0,161.0,0.28571429,0.5,0.21428571,0.10714286,0.53571429,0.35714286
176,Jameson Taillon,CHC,0.23809523809523808,0.56,0.152173913,0.304347826,0.54347826,0.08,0.2,6.0,3.240000123596196,106.0,164.0,270.0,0.53191489,0.14893617,0.31914894,0.19148936,0.46808511,0.34042553
177,Kyle Leahy,STL,0.2833333333333333,1.684210526,0.19047619,0.507936507,0.301587301,0.0,0.210526315,9.0,4.2631578947368425,131.0,199.0,330.0,0.3968254,0.36507937,0.23809524,0.15873016,0.38095238,0.46031746
178,Zack Littell,WSN,0.36363636363636365,1.6,0.204081632,0.489795918,0.306122448,0.133333333,0.333333333,7.0,4.5,74.0,144.0,218.0,0.6122449,0.20408163,0.18367347,0.10204082,0.55102041,0.34693878
179,George Klassen,LAA,0.4,2.666666666,0.266666666,0.533333333,0.2,0.0,0.333333333,2.0,3.8571433826369397,71.0,74.0,145.0,0.4375,0.4375,0.125,0.125,0.5,0.375
180,Germán Márquez,SDP,0.325,0.714285714,0.2,0.333333333,0.466666666,0.19047619,0.238095238,13.0,9.0,91.0,152.0,243.0,0.4,0.26666667,0.33333333,0.2,0.4,0.4
181,Matthew Liberatore,STL,0.2898550724637681,0.965517241,0.219178082,0.383561643,0.397260273,0.034482758,0.172413793,5.0,2.142857142857143,135.0,216.0,351.0,0.48648649,0.25675676,0.25675676,0.09459459,0.52702703,0.37837838
182,Max Scherzer,TOR,0.25,0.315789473,0.21875,0.1875,0.59375,0.0,0.210526315,4.0,3.4838710749186568,66.0,121.0,187.0,0.40625,0.46875,0.125,0.15625,0.5,0.34375
183,Cristian Javier,HOU,0.3548387096774194,0.666666666,0.21875,0.3125,0.46875,0.133333333,0.133333333,2.0,1.9285716913184698,77.0,99.0,176.0,0.48484848,0.24242424,0.27272727,0.15151515,0.48484848,0.36363636
184,Luis Gil,NYY,0.16666666666666666,1.181818181,0.111111111,0.481481481,0.407407407,0.181818181,0.363636363,5.0,5.0,73.0,98.0,171.0,0.42857143,0.25,0.32142857,0.10714286,0.46428571,0.42857143
185,Taijuan Walker,PHI,0.36065573770491804,1.260869565,0.223880597,0.43283582,0.343283582,0.04347826,0.260869565,5.0,2.410714367822728,138.0,222.0,360.0,0.35820896,0.41791045,0.2238806,0.19402985,0.58208955,0.2238806
186,Miles Mikolas,WSN,0.38636363636363635,0.95,0.1875,0.395833333,0.416666666,0.0,0.25,7.0,5.1081082397695035,92.0,147.0,239.0,0.42857143,0.36734694,0.20408163,0.20408163,0.51020408,0.28571429
187,Tyler Mahle,SFG,0.3673469387755102,2.0,0.222222222,0.518518518,0.259259259,0.0,0.428571428,3.0,1.4464286206936365,141.0,213.0,354.0,0.45454545,0.4,0.14545455,0.12727273,0.50909091,0.36363636
188,Luis Morales,ATH,0.375,0.533333333,0.178571428,0.285714285,0.535714285,0.066666666,0.266666666,2.0,2.454545560947139,69.0,79.0,148.0,0.46428571,0.25,0.28571429,0.17857143,0.46428571,0.35714286
