rank,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
69,Dustin May,STL,3.0,2.0,0.0,5.0,5.0,24.2,7.2972974853850054,1.8243243713462514,1.0945946228077508,0.39473684210526316,0.6424581,0.397435897,0.103448275,97.26636259434586,5.837837988308004,4.29755349994769,3.952105501814426,3.9844498307366356,0.3472316297419519
70,Matthew Boyd,CHC,1.0,1.0,0.0,2.0,2.0,9.1,16.392859376206996,2.8928575369777048,0.9642858456592349,0.4375,0.3125,0.235294117,0.111111111,92.85948104087753,6.750000919614645,4.423302913405549,1.8555802092260008,1.7860498087519598,0.3456810339501279
71,Yusei Kikuchi,LAA,0.0,2.0,0.0,5.0,5.0,24.0,10.125000402331368,4.125000163912779,1.1250000447034854,0.36231884057971014,0.69832402,0.430555555,0.12,95.49580702670785,5.625000223517427,5.0406407890916265,4.016294704874358,3.82081433645714,0.34399615437534076
72,Kumar Rocker,TEX,1.0,1.0,0.0,4.0,4.0,20.2,8.27419380293181,3.4838710749186568,0.8709677687296642,0.2833333333333333,0.79365079,0.596774193,0.105263157,95.39563624064128,3.4838710749186568,3.8150551618315856,3.8671011440463676,3.870702993596818,0.3437664161896771
73,Aaron Civale,ATH,2.0,1.0,0.0,4.0,4.0,20.1,7.08196765599283,2.6557378709973114,0.8852459569991038,0.296875,0.79365079,0.384615384,0.071428571,91.94557606090198,3.540983827996415,4.038714632256815,3.8789996342709006,4.490089241620803,0.3435270626738105
74,Andrew Painter,PHI,1.0,1.0,0.0,3.0,3.0,13.1,8.775000209212308,2.025000048279763,0.6750000160932544,0.3953488372093023,0.67961165,0.318181818,0.052631578,96.60041982119846,5.4000001287460355,3.4603622645532144,3.066294668316841,4.046877558327207,0.33759145143233416
75,Zac Gallen,ARI,1.0,1.0,0.0,5.0,5.0,25.2,4.909091030692832,2.454545515346416,0.7012987186704046,0.3333333333333333,0.76704545,0.46590909,0.0625,93.84379193826688,3.506493593352023,5.317693524444276,3.8815544287015187,4.579535354595449,0.3352944372118113
76,Janson Junk,MIA,0.0,2.0,0.0,4.0,4.0,22.0,6.136363902367847,2.454545560947139,0.8181818536490464,0.30434782608695654,0.625,0.507462686,0.086956521,94.58033885770631,4.500000195069755,3.560887355585873,3.9140219763290798,4.166921698058282,0.33489908083453845
77,Grant Holmes,ATL,1.0,1.0,0.0,5.0,5.0,26.1,7.177215536441829,3.7594938524219104,1.0253165052059756,0.20833333333333334,0.76612903,0.413333333,0.1,94.7430040514147,3.4177216840199187,3.505754687907746,4.280535231444953,4.362946587827932,0.3095796269206023
78,Walbert Urena,LAA,0.0,1.0,0.0,1.0,1.0,6.0,12.0,3.0,0.0,0.2857142857142857,0.66666667,0.571428571,0.0,97.91689918154762,3.0,1.1331848900993273,1.4746280034383143,2.6182437149186937,0.30556056510651186
79,Lance McCullers Jr.,HOU,1.0,1.0,0.0,4.0,4.0,20.1,9.295082112532477,3.9836066196567756,0.8852459154792836,0.3076923076923077,0.57251908,0.425925925,0.105263157,92.165770310622,6.196721408354985,4.377089993159196,3.9773602569465263,3.98102115315553,0.30123290073395237
80,Jack Flaherty,DET,0.0,1.0,0.0,5.0,5.0,23.1,9.257143361617135,7.714286134680946,0.38571430673404733,0.26666666666666666,0.7253886,0.305084745,0.033333333,93.18261590254934,3.471428760606426,4.851806940861174,4.598437606655826,5.805730484446366,0.2932132567527052
81,Kyle Freeland,COL,1.0,1.0,0.0,3.0,3.0,15.2,7.468085409451968,2.2978724336775285,0.5744681084193821,0.26666666666666666,0.86734694,0.5,0.076923076,92.24108698918269,2.2978724336775285,3.881033551715993,3.8434223581731146,4.1523843983131155,0.29154149445597194
82,Cade Cavalli,WSN,0.0,1.0,0.0,5.0,5.0,19.2,8.237288801329726,5.49152586755315,0.0,0.36666666666666664,0.64864865,0.433333333,0.0,96.48883145097373,4.118644400664863,4.5639157711805325,3.59892182573441,4.994520772875455,0.2895705755082806
83,Cade Povich,BAL,1.0,0.0,0.0,1.0,1.0,6.2,6.750000643730225,0.0,0.0,0.2631578947368421,0.8,0.368421052,0.0,91.81547587626689,1.350000128746045,2.1859554060359514,1.64129452705382,3.493952156335234,0.28919681718438306
84,Colin Rea,CHC,2.0,0.0,0.0,2.0,2.0,11.2,5.400000294276662,3.0857144538723786,0.0,0.2222222222222222,0.84615385,0.527777777,0.0,94.15779775943396,1.5428572269361893,2.5372749214325863,3.2270089604903243,4.756186623746229,0.2753823242947498
85,Brady Singer,CIN,1.0,1.0,0.0,5.0,5.0,23.2,6.084507205708119,2.6619719024973025,1.1408451010702725,0.35365853658536583,0.70652174,0.4,0.111111111,90.44970703125,5.323943804994605,5.173879439329209,4.577914427008286,4.495653117134933,0.2647684961452443
86,Connelly Early,BOS,1.0,1.0,0.0,5.0,5.0,25.0,8.640000329589856,4.6800001785278385,0.7200000274658214,0.27692307692307694,0.84337349,0.447761194,0.09090909,94.11479093590562,2.8800001098632855,5.2728896648149295,4.181294709777834,4.348952907496767,0.2567339007860499
87,Chad Patrick,MIL,1.0,0.0,0.0,3.0,3.0,16.0,5.062500301748532,3.375000201165688,0.5625000335276147,0.23404255319148937,0.96385542,0.333333333,0.038461538,94.31307937849813,1.1250000670552294,2.740108625197507,3.953794718533757,5.371345440413104,0.25156449777918977
88,Freddy Peralta,NYM,1.0,2.0,0.0,5.0,5.0,26.2,9.450000563263927,3.375000201165688,1.3500000804662753,0.22058823529411764,0.7480315,0.4,0.148148148,94.19871377537393,4.050000241398826,3.8926972069163304,4.341294741630559,3.780787797670402,0.24579328574178005
89,Tanner Bibee,CLE,0.0,2.0,0.0,5.0,5.0,24.1,8.506849759603513,3.3287672972361575,1.479452132104959,0.3380281690140845,0.76433121,0.459459459,0.166666666,94.52013956705729,4.808219429341117,4.830081063654849,4.497459124534526,3.7140124736207314,0.2326840499199272
90,Grant Taylor,CHW,0.0,0.0,0.0,4.0,4.0,5.0,9.0,0.0,0.0,0.09090909090909091,1.0,0.272727272,0.0,99.47736554827009,0.0,2.6306507684835556,1.1412946701049806,3.0625690653920175,0.22984635288308475
91,Drew Rasmussen,TBR,1.0,0.0,0.0,4.0,4.0,19.2,9.152542668764234,1.372881400314635,1.8305085337528466,0.1276595744680851,0.81081081,0.46,0.19047619,95.98864451948418,2.74576280062927,2.7864478478523114,4.209091314794141,3.0304022561457633,0.2282076627584582
92,Jack Leiter,TEX,1.0,1.0,0.0,4.0,4.0,20.1,10.622951483989246,3.983606806495967,1.3278689354986557,0.33962264150943394,0.74626866,0.418181818,0.142857142,97.13572436701642,4.868852763495071,5.48781873151478,4.174081619937269,3.6733823720339998,0.2255893048804831
93,Nathan Eovaldi,TEX,2.0,3.0,0.0,5.0,5.0,26.2,9.78750023335219,2.7000000643730178,1.6875000402331362,0.35443037974683544,0.71428571,0.523809523,0.192307692,94.59193396935096,5.062500120699409,4.094227034536724,4.41629470050335,3.316825056721995,0.22458563352128522
94,Nick Martinez,TBR,0.0,1.0,0.0,4.0,4.0,22.0,5.7272729755433245,2.8636364877716622,1.2272727804735695,0.25,0.92105263,0.422535211,0.107142857,93.40928314953315,2.454545560947139,4.651612076040797,4.595840187703285,4.569726000468572,0.22369484461241168
95,Michael McGreevy,STL,1.0,2.0,0.0,5.0,5.0,27.1,4.939024620010777,1.6463415400035923,1.317073232002874,0.19753086419753085,0.77319588,0.428571428,0.117647058,91.52449475304554,3.2926830800071847,6.5921583074784404,4.49495326966349,4.2995698835643426,0.2219391040745836
96,MacKenzie Gore,TEX,2.0,2.0,0.0,5.0,5.0,26.0,12.11538505977429,4.153846306208329,1.73076929425347,0.2545454545454545,0.8,0.440677966,0.238095238,95.93030753968254,4.153846306208329,4.699923603457145,4.448987025763158,3.057414510463104,0.2169646388360916
97,Chris Sale,ATL,4.0,1.0,0.0,5.0,5.0,29.0,9.0,2.1724137931034484,1.5517241379310345,0.23943661971830985,0.92,0.434210526,0.15625,95.32958558548329,2.793103448275862,3.1359153520586855,4.4171567390704976,3.6900823708238275,0.21316969280078357
98,Clay Holmes,NYM,2.0,2.0,0.0,4.0,4.0,23.0,6.2608698248187284,3.5217392764605346,0.7826087281023411,0.2153846153846154,0.90517241,0.582089552,0.117647058,94.82640075683594,1.9565218202558525,4.001534029106006,4.184772974241436,4.068675600479724,0.2128281488619374
99,Coleman Crow,MIL,0.0,0.0,0.0,1.0,1.0,5.1,6.750000402331376,1.687500100582844,0.0,0.25,0.6,0.4375,0.0,91.58512878417969,3.375000201165688,4.446272603679079,2.2037946142256226,4.0049894671668,0.20310324537590682
100,Eduardo Rodriguez,ARI,1.0,0.0,0.0,4.0,4.0,23.0,5.478260869565218,3.5217391304347827,0.782608695652174,0.23943661971830985,0.87301587,0.424657534,0.076923076,91.90272766579199,1.9565217391304348,4.168805552152327,4.228251191844111,4.649155983069669,0.19828096192965025
101,Peter Lambert,HOU,0.0,1.0,0.0,1.0,1.0,5.0,14.4,1.8,0.0,0.5384615384615384,0.6,0.461538461,0.0,95.26566116898148,7.2,4.936167785601572,1.7412946701049807,2.2902302116155626,0.19823740708189627
102,Spencer Arrighetti,HOU,2.0,0.0,0.0,2.0,2.0,11.0,10.636363636363637,6.545454545454546,0.0,0.2857142857142857,0.84210526,0.392857142,0.0,92.36892318725586,2.4545454545454546,5.035341488436603,3.777658306468617,5.149997160245071,0.19036986370321926
103,Kyle Harrison,MIL,1.0,1.0,0.0,4.0,4.0,17.2,9.16981165075524,3.566037864182593,1.0188679611950267,0.2978723404255319,0.86206897,0.29787234,0.111111111,94.8682973433514,3.05660388358508,3.698568056631007,4.273370182543899,4.1999041063892415,0.1818419304261638
104,Robbie Ray,SFG,2.0,3.0,0.0,5.0,5.0,28.1,9.84705926545353,3.4941178038706076,1.5882353653957306,0.22388059701492538,0.91666667,0.267605633,0.121951219,93.84968163186659,2.8588236577123154,4.6321022213182435,4.411882962421565,4.1036203487577465,0.1617296914376183
105,Sonny Gray,BOS,2.0,1.0,0.0,5.0,5.0,23.0,5.086956732665216,1.9565218202558525,1.1739130921535115,0.2857142857142857,0.70895522,0.5375,0.130434782,92.18648475324603,4.3043480045628755,5.61876008119169,4.489120812947901,4.165807479405416,0.1570633098927367
106,Jacob Latz,TEX,0.0,0.0,0.0,1.0,1.0,4.0,6.75,2.25,0.0,0.0,1.0,0.4,0.0,92.7967465049342,0.0,2.3876235135308725,2.3912946701049806,4.449802950769663,0.1538014893416941
107,Aaron Ashby,MIL,0.0,0.0,0.0,1.0,1.0,2.1,15.428573530547759,0.0,0.0,0.5,0.33333333,0.5,0.0,,7.714286765273879,2.548440183370538,-0.28727722557229907,1.4771586839541728,0.14948937291532322
108,Noah Schultz,CHW,1.0,1.0,0.0,2.0,2.0,9.1,9.642857471290911,4.821428735645456,0.9642857471290911,0.13636363636363635,0.52631579,0.318181818,0.111111111,96.73249607460171,3.8571429885163644,2.5741247122030146,3.9984375564419503,3.9289071630724837,0.14940239555497525
109,Mike Burrows,HOU,1.0,3.0,0.0,5.0,5.0,26.2,8.43750050291422,3.0375001810491193,1.687500100582844,0.3780487804878049,0.66666667,0.40229885,0.138888888,95.00946836118345,6.750000402331376,3.9032745070922283,4.828794770687825,4.243952188426705,0.14859579779766988
110,Adrian Houser,SFG,0.0,2.0,0.0,4.0,4.0,21.2,4.5692311044275655,2.9076925209993596,0.8307692917141027,0.3125,0.59006211,0.5125,0.1,95.77713139851888,5.400000396141668,5.264821320621972,4.433602457215807,4.500376788677224,0.14672922381508724
111,Eury Pérez,MIA,2.0,1.0,0.0,5.0,5.0,26.0,9.346153846153847,4.153846153846154,1.3846153846153846,0.2835820895522388,0.66878981,0.342857142,0.117647058,98.16153575255808,4.153846153846154,4.744277517518466,4.679756208566519,4.474353171197268,0.14568560079462872
112,José Suarez,ATL,0.0,1.0,0.0,1.0,1.0,3.2,14.727275280913489,7.363637640456744,0.0,0.5555555555555556,0.5,0.555555555,0.0,93.76099650065105,9.818183520608992,2.9120843915277557,2.3231127100542315,2.6973870077997706,0.13640380522807993
113,Anthony Kay,CHW,1.0,0.0,0.0,2.0,2.0,10.1,9.580646340234368,5.225807094673291,0.8709678491122153,0.2,0.95238095,0.346153846,0.111111111,96.55137028769842,1.7419356982244305,5.929911947164494,4.592907751958673,4.530106100745608,0.11864840214611919
114,Tatsuya Imai,HOU,1.0,0.0,0.0,3.0,3.0,8.2,13.500002522308565,11.423079057338017,0.0,0.3684210526315789,0.63157895,0.578947368,0.0,94.76618428132971,7.269232127396919,3.830992722037761,4.295141039533063,5.086875141560593,0.11569560015554409
115,Sean Burke,CHW,1.0,2.0,0.0,4.0,4.0,20.1,5.754098450615342,3.0983607041774923,1.3278688732189252,0.2857142857142857,0.68548387,0.484375,0.130434782,93.87819487473061,4.868852535136059,5.2524165967651415,4.960966829701285,4.595251756943947,0.11519943015629358
116,Steven Matz,TBR,3.0,1.0,0.0,5.0,5.0,24.1,9.246575463263309,3.6986301853053236,1.8493150926526618,0.2459016393442623,0.75,0.272727272,0.161290322,,4.80821924089692,4.452328159548211,5.113897435601153,4.190986648218331,0.10668991161837968
117,Brandon Young,BAL,1.0,0.0,0.0,1.0,1.0,5.0,3.6,3.6,0.0,0.14285714285714285,1.0,0.571428571,0.0,93.835498046875,0.0,2.9795935920043997,3.5412946701049806,5.188101294636727,0.10558902279420089
118,Bubba Chandler,PIT,1.0,1.0,0.0,4.0,4.0,20.0,7.6500003647804435,5.850000278949751,0.9000000429153463,0.20754716981132076,0.77586207,0.407407407,0.09090909,99.07184639362374,3.150000150203712,4.569523577866021,4.691294744014744,4.9008674931620515,0.10274042667829394
119,Patrick Corbin,TOR,0.0,0.0,0.0,3.0,3.0,14.2,7.363636682841418,2.454545560947139,1.2272727804735695,0.2564102564102564,0.78947368,0.425,0.125,91.20328283309937,3.681818341420709,7.975164833902047,4.504931092853392,4.229300739570361,0.10223544109122949
120,Martín Pérez,ATL,1.0,1.0,0.0,3.0,3.0,16.0,3.9375,3.375,0.5625,0.20408163265306123,0.79545455,0.395833333,0.058823529,90.81818165498622,2.8125,4.8068115430829845,4.578794670104981,5.224404702242464,0.0964457864501392
121,Mason Englert,TBR,0.0,1.0,0.0,1.0,1.0,3.2,4.909091760304496,2.454545880152248,0.0,0.4375,0.5,0.125,0.0,92.77829256924716,7.363637640456744,4.522237874345887,2.868567350088064,5.48848743430684,0.09445701686014805
122,Cody Ponce,TOR,0.0,0.0,0.0,1.0,1.0,2.1,11.571430147910819,3.8571433826369397,0.0,0.16666666666666666,0.5,0.5,0.0,95.72285970052083,3.8571433826369397,2.295243623002626,1.8555802092260008,3.620016118752473,0.08672760205443146
123,Garrett Crochet,BOS,2.0,3.0,0.0,5.0,5.0,24.0,11.250000447034854,3.375000134110456,1.8750000745058089,0.36764705882352944,0.55555556,0.388888888,0.217391304,96.24693400065104,7.8750003129243975,5.486341817777117,4.974628076288438,3.5814527557977276,0.08466622435583737
124,Jesse Scholtens,TBR,0.0,1.0,0.0,1.0,1.0,5.2,9.529412833877208,0.0,1.588235472312868,0.3333333333333333,0.45454545,0.421052631,0.125,93.58026677911931,7.94117736156434,4.367631559432589,3.847177102244033,3.4904789734373995,0.08264612029372113
125,Logan Henderson,MIL,0.0,0.0,0.0,1.0,1.0,2.0,13.5,4.5,0.0,0.6,0.5,0.2,0.0,93.59674393503289,9.0,2.858718416692664,1.6412946701049806,3.0136335238814356,0.07771161231132767
126,Jake Irvin,WSN,1.0,3.0,0.0,5.0,5.0,24.0,9.375,4.125,1.5,0.25396825396825395,0.59859155,0.358208955,0.137931034,93.16470244436553,6.0,5.587681440555556,4.974628003438315,4.466204118418197,0.07754354030977276
127,Foster Griffin,WSN,3.0,0.0,0.0,5.0,5.0,26.2,7.425000177025799,2.7000000643730178,1.6875000402331362,0.25333333333333335,0.88461538,0.405063291,0.161290322,91.79148533033288,3.3750000804662723,4.428625818082606,4.941294713020326,4.0991386104568885,0.07277317018868723
128,Jimmy Herget,COL,0.0,1.0,0.0,3.0,3.0,3.0,9.0,3.0,0.0,0.14285714285714285,0.66666667,0.333333333,0.0,92.1861343383789,3.0,18.886691431934526,3.141294670104981,4.971079808473588,0.06863590319440371
129,Zach Pop,PHI,0.0,0.0,0.0,1.0,1.0,2.0,4.5,0.0,0.0,0.375,0.66666667,0.625,0.0,95.4469706217448,4.5,9.836063047562977,2.1412946701049806,3.5136335238814356,0.06508117484872944
130,Erick Fedde,CHW,0.0,2.0,0.0,3.0,3.0,14.2,6.750000292604632,3.681818341420709,1.2272727804735695,0.21951219512195122,0.67901235,0.348837209,0.111111111,92.91889953613281,4.295454731657493,3.5555045276647443,5.050385661952755,4.961892433205962,0.06092218837792873
131,Chris Paddack,MIA,0.0,4.0,0.0,4.0,4.0,19.1,9.775862711930289,0.9310345439933608,2.327586359983402,0.38333333333333336,0.58333333,0.390625,0.208333333,93.39348189327696,7.913793623943567,3.347481693191985,4.796467192759844,3.137991178023997,0.05685179828083556
132,Tobias Myers,NYM,0.0,0.0,0.0,1.0,1.0,2.0,9.0,4.5,0.0,0.25,1.0,0.5,0.0,91.76810455322266,0.0,3.373619991196919,2.6412946701049806,4.013633523881436,0.051998715444493325
133,J.T. Ginn,ATH,0.0,0.0,0.0,3.0,3.0,14.2,7.977273073078202,3.681818341420709,1.8409091707103544,0.16666666666666666,0.92592593,0.605263157,0.25,94.74812428544207,3.0681819511839237,3.0616532238772294,5.254931125365017,3.718662848223044,0.04951843791962653
134,Mason Montgomery,PIT,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.3333333333333333,1.0,0.333333333,0.0,98.54450334821429,0.0,3.533602594078333,1.1412946701049806,3.8859723776578905,0.044064666600136845
135,Riley Martin,CHC,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4769999186198,0.0,0.15126120661800607,1.1412946701049806,3.8859723776578905,0.04405847659739526
136,Michael Lorenzen,COL,1.0,2.0,0.0,5.0,5.0,20.2,6.967742471367503,2.6129034267628137,1.7419356178418757,0.42168674698795183,0.57971014,0.48275862,0.16,94.05874481201172,7.838710280288441,5.78509191742184,5.270327091911717,4.414285316932828,0.038158979376520484
137,Cole Sulser,TBR,0.0,0.0,0.0,1.0,1.0,2.0,4.5,4.5,0.0,0.42857142857142855,1.0,0.428571428,0.0,92.10083685980902,0.0,7.730411508090282,3.6412946701049806,5.699802950769663,0.03357086661851163
138,Ryne Nelson,ARI,1.0,2.0,0.0,5.0,5.0,20.2,8.709678503681927,3.9193553266568673,1.7419357007363854,0.2698412698412698,0.32786885,0.318181818,0.133333333,96.24336391212665,6.9677428029455415,5.100931589956924,5.028391679236065,4.504367369478667,0.03336806730102847
139,Emmet Sheehan,LAD,2.0,0.0,0.0,4.0,4.0,20.0,8.100000386238117,3.600000171661385,1.8000000858306926,0.2857142857142857,0.66964286,0.4,0.19047619,94.57156599813433,5.850000278949751,4.764983012466533,5.141294765472416,3.9822505066701575,0.023567774336006327
140,Braydon Fisher,TOR,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,0.25,0.0,94.40679931640625,0.0,10.732481255672916,3.1412946701049806,5.8859723776578905,0.02182941212584785
141,Cade Horton,CHC,1.0,0.0,0.0,2.0,2.0,7.1,4.909091121894278,2.454545560947139,1.2272727804735695,0.15789473684210525,0.86956522,0.55,0.2,,2.454545560947139,3.118482877382188,4.641294735128232,3.804253008236488,0.021218312887078622
142,Cody Bolton,HOU,0.0,1.0,0.0,2.0,2.0,5.1,10.125000603497064,10.125000603497064,0.0,0.3076923076923077,0.63636364,0.363636363,0.0,94.44926335261418,6.750000402331376,5.249704274807119,4.828794770687825,5.858048972368497,0.01974226880241692
143,Jordan Leasure,CHW,0.0,0.0,0.0,1.0,1.0,1.1,0.0,6.750001609325793,0.0,0.0,1.0,0.5,0.0,96.51408247514205,0.0,2.9223814203493617,5.3912952065469115,7.4498039779983305,0.019702750486001876
144,Zach Eflin,BAL,0.0,0.0,0.0,1.0,1.0,3.2,17.181821161065738,4.909091760304496,2.454545880152248,0.42857142857142855,1.0,0.5,0.5,91.94852992466518,2.454545880152248,3.72774302715902,4.504931270189563,1.708024705460728,0.019570448923620712
145,Mason Fluharty,TOR,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,0.4,0.66666667,0.2,0.0,,9.0,6.526250580317156,6.141294670104981,11.6306500852108,0.010767661065058828
146,Dean Kremer,BAL,0.0,1.0,0.0,2.0,2.0,11.0,13.090909090909092,1.6363636363636365,3.272727272727273,0.19047619047619047,0.68181818,0.36,0.333333333,93.6638671875,4.090909090909091,4.072110351743755,5.504931033741345,2.2747552378611133,-0.015191686098672337
147,Matt Waldron,SDP,0.0,1.0,0.0,1.0,1.0,3.2,9.818183520608992,2.454545880152248,2.454545880152248,0.5,0.46511628,0.4,0.142857142,92.3962158203125,14.727275280913489,4.7766848430783515,6.1412951902910615,5.215760114289925,-0.024494745762193643
148,Tomoyuki Sugano,COL,1.0,1.0,0.0,4.0,4.0,20.2,6.532258265472482,2.1774194218241605,2.1774194218241605,0.22950819672131148,0.88235294,0.409090909,0.166666666,92.46456657858455,3.919354959283489,7.705125072544393,5.560649583242936,4.407593045188101,-0.028869786891550755
149,Shane Drohan,MIL,0.0,1.0,0.0,1.0,1.0,2.2,6.750001609325793,13.500003218651585,0.0,0.3333333333333333,0.57142857,0.5,0.0,93.90633719308036,10.125002413988689,6.114416113218709,6.1412953853608885,7.1705497710865975,-0.029807719538553316
150,Shane Smith,CHW,0.0,2.0,0.0,3.0,3.0,8.1,11.880001812744418,9.720001483154523,1.080000164794947,0.4074074074074074,0.48543689,0.444444444,0.1,95.47276759792018,10.80000164794947,4.474409318987835,5.661295054626524,5.748101692403911,-0.031202914015695672
151,Luis Severino,ATH,0.0,2.0,0.0,5.0,5.0,24.2,9.851351605269757,7.2972974853850054,1.459459497077001,0.3103448275862069,0.703125,0.409836065,0.19047619,97.03761205780373,6.2027028625772545,5.854466541387274,5.735889331575205,4.796123736919205,-0.04056360450629408
152,Simeon Woods Richardson,MIN,0.0,3.0,0.0,5.0,5.0,25.2,4.55844167135763,3.506493593352023,1.7532467966760115,0.29069767441860467,0.66666667,0.333333333,0.116279069,93.15607728349401,5.961039108698439,4.716016147598504,5.829606425008198,5.596252031398777,-0.04414430486988727
153,Noah Cameron,KCR,1.0,1.0,0.0,4.0,4.0,20.0,7.6500003647804435,2.700000128746039,2.2500001072883657,0.29508196721311475,0.68181818,0.257575757,0.161290322,92.04201959103955,5.400000257492078,6.933500993316717,5.59129478693009,4.4684199567407505,-0.04512681432669949
154,PJ Poulin,WSN,0.0,0.0,0.0,3.0,3.0,2.2,6.750001760200125,0.0,3.3750008801000626,0.25,1.0,0.555555555,0.333333333,90.46629920372597,3.3750008801000626,4.612243656262657,6.516295550205044,3.1851758920464133,-0.04795795124994824
155,Kodai Senga,NYM,0.0,3.0,0.0,4.0,4.0,17.1,11.423077761068914,5.192308073213143,2.076923229285257,0.41304347826086957,0.54744526,0.285714285,0.181818181,96.61938137478299,8.826923724462342,3.940932006368831,5.333602523239419,4.0754171299634505,-0.050707909354727417
156,Andre Pallante,STL,2.0,1.0,0.0,4.0,4.0,20.0,5.4,4.95,0.9,0.25,0.74468085,0.515151515,0.09090909,94.9061996617268,4.05,5.394604478603174,5.1912946701049805,5.400867409259082,-0.05213398141221453
157,Chris Bassitt,BAL,0.0,2.0,0.0,4.0,4.0,16.0,3.937500234693303,6.187500368803762,0.5625000335276147,0.36065573770491804,0.70224719,0.459016393,0.055555555,91.33762817382812,6.187500368803762,5.683276854822976,5.703794822841893,6.435176076934123,-0.05277988381190816
158,Javier Assad,CHC,1.0,1.0,0.0,3.0,3.0,15.2,5.1702132904999605,2.2978725735555376,1.7234044301666533,0.24489795918367346,0.60810811,0.490196078,0.166666666,93.2259866465693,5.744681433888845,4.35201738392794,5.247677862530891,4.335045814704504,-0.05281748710726931
159,Eric Lauer,TOR,1.0,2.0,0.0,3.0,3.0,12.2,8.526316217438357,6.394737163078768,2.131579054359589,0.24242424242424243,0.56962025,0.305555555,0.15,90.20157838099212,7.815789865985161,3.7955331890066835,6.457084310219898,5.544987717769927,-0.06407443077500952
160,Brandon Williamson,CIN,2.0,1.0,0.0,4.0,4.0,20.2,5.2258068535256275,5.661290757986096,1.3064517133814069,0.2,0.7751938,0.285714285,0.09090909,92.80847302111951,4.35483904460469,6.748148035149044,6.04452069984144,6.3487392155591165,-0.0655886388612581
161,Reynaldo López,ATL,1.0,1.0,0.0,5.0,5.0,21.2,8.307692551471785,4.569230903309482,1.661538510294357,0.2711864406779661,0.75757576,0.349206349,0.137931034,94.00107064596037,3.7384616481623034,3.777402414472081,5.356679350497457,4.7935021074878605,-0.06881328716504037
162,Jacob Lopez,ATH,2.0,1.0,0.0,5.0,5.0,23.2,6.464788906064877,7.225352306778392,1.5211268014270298,0.2972972972972973,0.76142132,0.371794871,0.102564102,90.8472601442921,5.704225505351363,4.020606428449669,6.310308839744627,6.374585544173405,-0.07184530794637158
163,Justin Verlander,DET,0.0,1.0,0.0,1.0,1.0,3.2,2.454545880152248,4.909091760304496,2.454545880152248,0.3333333333333333,0.45454545,0.1875,0.142857142,93.26141716452206,12.272729400761241,10.784847271870383,7.777659110392561,6.852124034391423,-0.07895750657343263
